Gene	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
NM_001180018.3	858	1024	884	1191	1221	1250	910	938	823	2090	2319	2056
NM_001180021.1	1511	1543	1343	1765	1768	1776	1587	1605	1961	1495	1556	1457
NM_001180023.1	4	4	10	4	4	3	6	4	7	2	3	6
NM_001180025.1	17014	17340	19080	15738	18344	21436	18515	19804	21230	24275	22534	23470
NM_001180026.1	1	0	0	0	0	0	2	0	0	0	0	0
NM_001180027.1	3919	3897	3613	4300	3967	3496	2959	2966	3075	3610	3473	3452
NM_001180028.3	274	227	192	293	278	164	176	192	209	211	215	200
NM_001180029.1	3005	3425	3056	3108	3161	2468	2887	2850	2566	2177	2001	1907
NM_001180030.3	55950	52582	52346	45419	47556	49712	44728	45987	51170	41925	41145	39698
NM_001180031.1	1747	1647	1615	1612	1689	1637	1614	1721	1719	1655	1565	1539
NM_001180032.3	1305	1257	1325	1158	1121	1169	1075	1067	1034	1017	1007	969
NM_001180033.1	2243	2239	2478	2156	2228	2445	2172	2114	2126	2174	2364	2232
NM_001180034.1	56	53	53	51	50	68	57	49	85	58	67	59
NM_001180035.1	10	9	14	25	23	15	14	34	21	57	52	41
NM_001180036.1	19572	18443	18069	15767	16344	15948	14149	15444	15348	12917	12520	12115
NM_001180042.1	0	0	2	1	0	0	0	0	0	0	1	0
NM_001180043.1	0	0	2	0	2	0	0	0	0	2	0	0
NM_001180045.1	120	72	100	43	34	68	76	39	42	73	58	49
NM_001180047.1	2604	2663	2221	2715	3109	2811	2348	2426	2344	2688	2315	2470
NM_001180048.2	2669	2698	2264	2739	3134	2851	2416	2494	2410	2749	2349	2531
NM_001180049.1	3	5	5	3	2	2	1	3	3	1	1	0
NM_001180050.2	14	23	26	12	16	20	17	14	11	11	13	8
NM_001180052.1	0	1	2	2	0	0	1	3	1	0	0	1
NM_001180054.1	2	2	2	1	2	3	1	1	0	0	1	1
NM_001180055.1	122	88	109	57	50	56	76	49	52	27	38	21
NM_001180056.2	191	142	176	99	93	101	155	126	118	90	76	78
NM_001180057.1	30948	29191	26788	29370	30455	26689	25825	25533	27034	26127	26146	24145
NM_001180058.2	786	719	614	633	663	556	541	573	586	494	548	536
NM_001180059.1	808	812	807	1044	988	897	859	888	742	1024	1008	894
NM_001180060.3	293	312	282	286	309	308	284	331	274	304	295	315
NM_001180061.3	320	342	324	309	292	275	211	250	235	262	269	235
NM_001180062.1	598	648	671	834	787	849	678	798	725	1056	886	978
NM_001180063.1	1568	1669	1501	1405	1507	1290	1308	1296	1476	1462	1407	1410
NM_001180064.3	446	411	478	394	357	391	353	390	391	448	466	431
NM_001180065.3	273	301	335	402	399	381	376	377	347	458	468	496
NM_001180066.1	2895	3201	3298	4946	4668	4750	4450	4359	4310	5791	5770	5764
NM_001180067.3	218	188	200	220	247	286	247	227	238	235	254	246
NM_001180069.1	293	379	311	236	228	214	227	250	219	205	221	178
NM_001180071.1	724	634	641	615	659	632	439	527	386	621	514	535
NM_001180072.3	235	230	237	282	248	291	237	198	255	243	229	250
NM_001180073.1	13251	12269	12388	11628	11844	11724	10008	10273	11115	9814	9821	9802
NM_001180074.1	3307	3414	3617	3458	3521	3318	3537	3573	3437	3239	3212	3293
NM_001180076.3	144	179	193	196	202	192	216	185	188	242	233	260
NM_001180077.1	350	322	362	293	293	258	288	329	280	289	316	290
NM_001180078.1	1165	1140	1010	1053	1015	1031	1074	1008	1080	1009	916	1061
NM_001180079.3	1009	968	939	1195	1233	1235	1124	1170	1125	1517	1364	1313
NM_001180080.1	82	82	89	43	55	48	76	44	50	51	43	34
NM_001180081.1	3576	3638	3113	4229	4196	3705	3792	3990	3881	3653	3499	3787
NM_001180083.1	10	11	19	12	14	10	18	21	19	23	28	25
NM_001180084.1	326	293	243	248	266	262	226	235	221	257	223	228
NM_001180086.1	111	128	159	136	137	121	145	158	143	149	154	133
NM_001180087.2	303	304	262	348	316	273	332	252	292	339	320	321
NM_001180088.1	2443	2447	2491	2711	2628	2644	2698	2729	2719	2613	2492	2686
NM_001180089.1	239	261	288	289	264	310	342	324	290	334	309	325
NM_001180090.2	2470	2584	2536	2372	2409	2392	2294	2115	2379	2063	2114	1993
NM_001180092.1	69	67	72	70	70	83	56	66	71	64	67	78
NM_001180094.1	382	417	375	343	343	372	365	361	329	324	350	365
NM_001180095.1	297	263	283	272	252	235	236	265	252	252	261	244
NM_001180096.1	0	0	2	1	3	0	3	0	0	2	0	0
NM_001180098.1	1	3	0	9	20	7	14	6	21	75	57	55
NM_001180099.1	3429	3332	3449	2956	3065	2942	3366	3343	3434	2638	2641	2667
NM_001180101.1	516	500	449	302	314	300	364	344	401	242	204	235
NM_001180102.1	341	370	380	316	278	245	357	293	294	348	286	304
NM_001180103.1	175	179	174	154	158	159	141	165	170	157	137	149
NM_001180104.1	298	267	290	287	273	288	311	302	305	312	331	306
NM_001180105.1	1028	1035	1108	1201	1197	1210	1141	1174	1167	1336	1426	1308
NM_001180106.1	796	795	829	737	764	712	751	805	805	773	773	781
NM_001180107.1	57	88	64	51	52	55	57	48	68	56	42	45
NM_001180108.1	56	30	29	27	28	30	40	31	43	32	27	17
NM_001180110.1	3164	3156	3106	2716	2713	2735	2713	2677	3024	2529	2416	2466
NM_001180111.1	1242	1149	1206	925	874	1026	949	883	944	768	860	850
NM_001180112.1	672	583	594	520	531	472	397	344	400	501	489	456
NM_001180113.1	364	365	403	422	387	402	467	506	418	480	535	515
NM_001180114.1	28299	26393	25991	23168	24951	23808	25842	25658	29152	24105	24121	24195
NM_001180115.1	474	411	467	412	399	411	377	397	393	380	385	327
NM_001180116.1	137	135	138	139	149	124	127	127	139	144	184	147
NM_001180117.1	1817	1917	1931	2204	1749	1871	1873	1899	1799	1851	1789	1997
NM_001180118.1	65	55	71	42	42	53	57	44	45	52	43	47
NM_001180119.1	1553	1519	1791	1688	1796	1700	1806	1726	1845	1853	1700	1817
NM_001180120.1	9893	8766	7042	7312	8060	6357	6143	6584	6114	5930	5660	5467
NM_001180122.1	1038	1033	1153	951	1050	1053	1076	1032	1103	943	1000	933
NM_001180123.1	1112	1052	1072	975	993	824	806	822	807	809	705	684
NM_001180124.1	602	652	717	850	783	730	595	571	535	708	744	682
NM_001180125.1	4821	4338	4533	4884	5077	4743	5435	5301	5560	4606	4816	4837
NM_001180126.1	352	385	440	399	417	459	372	433	433	434	474	386
NM_001180128.1	50	55	61	57	67	43	55	66	64	68	71	69
NM_001180129.1	1481	1550	1264	1978	1833	1856	1895	1803	1916	2269	2194	2173
NM_001180131.1	1343	1333	1353	1398	1563	1541	1590	1622	1562	1762	1856	1832
NM_001180132.1	277	269	295	292	261	323	336	303	287	299	277	317
NM_001180133.1	1088	979	940	778	712	800	772	763	766	670	701	739
NM_001180134.1	23713	22391	21619	20207	20171	20769	18409	18031	19189	17964	18050	17208
NM_001180135.1	337	295	320	327	327	272	330	335	297	265	244	283
NM_001180136.1	359	336	407	375	360	363	400	405	394	397	384	394
NM_001180137.1	1789	1768	1741	1816	1973	1793	1839	1805	1946	2059	1937	1872
NM_001180138.1	7	1	2	4	3	3	8	3	8	13	10	5
NM_001180139.1	132	128	114	125	134	144	131	124	138	124	138	129
NM_001180140.1	16394	16085	14177	14252	14591	12562	13031	11869	14372	10905	11460	11623
NM_001180141.1	29658	27575	23286	24499	24831	21047	20637	21322	22980	19902	19211	19179
NM_001180142.1	24628	22593	21550	18874	19984	18553	18787	18310	20422	16847	16855	16080
NM_001180143.1	13830	14011	12856	12846	12840	12301	12481	11802	12709	11947	11420	11554
NM_001180144.1	8	4	6	7	7	7	3	9	7	11	10	5
NM_001180145.1	1027	922	958	1050	1133	1149	1229	1250	1349	1288	1273	1190
NM_001180146.1	170	129	118	155	144	127	126	110	110	113	124	125
NM_001180147.1	644	667	626	819	811	727	732	765	748	935	878	952
NM_001180148.1	219	233	230	256	277	242	230	249	239	268	263	289
NM_001180149.1	305	262	279	262	272	248	278	271	281	278	268	267
NM_001180150.1	152	159	177	155	152	151	125	184	148	162	135	151
NM_001180151.1	799	735	813	766	768	666	571	589	539	625	556	528
NM_001180152.1	684	701	758	645	627	560	714	674	657	584	696	626
NM_001180154.1	6332	6189	6055	5360	5021	5351	5379	5652	5584	4533	4924	5089
NM_001180156.1	3456	3278	3415	5084	5151	5010	5139	5132	5074	5671	5885	5419
NM_001180157.1	162	164	187	159	166	161	116	134	121	113	146	147
NM_001180158.1	839	853	786	694	635	677	556	560	528	702	670	623
NM_001180159.1	4759	4805	5076	5303	5439	5452	5074	5304	5223	5765	5656	5656
NM_001180160.1	422	412	391	397	377	404	402	406	464	456	395	489
NM_001180161.2	1376	1376	1306	1445	1418	1382	1274	1264	1254	1359	1394	1356
NM_001180162.1	1674	1709	1586	1661	1708	1550	1538	1450	1569	1522	1483	1499
NM_001180163.1	54	56	74	59	56	71	90	83	68	70	79	72
NM_001180164.1	119	121	172	108	108	106	105	115	102	103	109	99
NM_001180165.1	422	444	448	465	462	490	416	489	452	543	532	533
NM_001180166.1	91	87	118	103	102	96	121	115	95	130	124	102
NM_001180167.1	339	275	271	282	288	278	228	244	269	279	246	271
NM_001180168.1	23	22	14	14	16	25	31	23	19	24	24	26
NM_001180169.1	204	162	184	194	225	194	185	192	177	276	256	268
NM_001180170.1	726	666	758	779	867	869	778	757	782	901	915	839
NM_001180171.1	1879	1874	1955	1793	1830	1861	2107	2035	2161	1988	1915	2070
NM_001180172.1	305	316	264	319	293	265	281	255	252	357	342	343
NM_001180173.1	4	0	0	1	3	0	1	0	3	2	1	0
NM_001180174.1	304	261	233	362	281	333	245	222	235	310	296	292
NM_001180175.1	774	843	858	809	778	733	813	811	878	697	705	779
NM_001180176.1	555	577	601	612	629	652	688	585	548	600	541	578
NM_001180178.1	136	115	127	167	148	134	132	162	123	166	126	150
NM_001180179.1	511	537	657	677	755	762	702	676	784	891	840	776
NM_001180180.1	654	715	729	584	644	662	618	656	645	631	638	622
NM_001180181.1	988	1048	1254	1005	942	1076	1040	1074	984	932	968	956
NM_001180182.1	199	185	176	195	202	233	241	265	228	258	301	232
NM_001180183.1	2198	2297	2504	3089	3080	3329	2929	2857	2754	3149	3171	2911
NM_001180184.1	3530	3277	3873	3584	3932	4109	4276	4069	4048	4704	4567	4625
NM_001180185.1	20050	19898	21173	24829	24438	25780	24035	23921	24989	26007	26439	25516
NM_001180186.1	236	260	291	227	232	227	214	223	239	229	227	230
NM_001180187.1	1411	1502	1364	1256	1189	1371	1337	1271	1303	1084	1192	1109
NM_001180188.1	134	140	109	87	92	98	82	104	85	82	93	78
NM_001180189.1	19038	16816	17795	14678	15285	16823	14087	14196	15922	12932	13675	13319
NM_001180190.1	7210	6689	6304	10140	9871	9955	14241	13078	14150	14178	13915	13703
NM_001180191.1	1196	1352	1399	1755	1742	1800	1850	1816	1813	2305	2307	2238
NM_001180192.1	229	225	224	195	212	212	204	245	203	229	219	218
NM_001180193.1	1341	1324	1217	1309	1294	1402	1431	1454	1623	1625	1536	1447
NM_001180194.1	10694	11681	12299	11324	9570	11132	5282	5238	5575	7588	7797	7304
NM_001180195.1	1148	1159	1040	1226	1121	1041	1032	1076	954	1040	1020	993
NM_001180196.2	28774	27273	23286	27045	27463	22960	23131	23151	24387	22985	22609	22099
NM_001180197.1	2614	2570	2797	2429	2609	2574	2753	2623	2673	2671	2621	2706
NM_001180198.1	69	63	69	57	64	55	72	78	65	77	63	68
NM_001180199.1	61	80	103	80	100	113	98	70	86	108	101	95
NM_001180200.1	7626	7044	7977	7563	7263	7872	8151	8422	8038	7507	7153	7357
NM_001180201.1	847	910	974	873	931	925	908	910	954	928	818	821
NM_001180202.1	151	160	167	159	181	179	224	187	175	215	208	204
NM_001180203.1	4673	4283	4573	5031	4926	5582	5339	5499	5769	5579	5726	5662
NM_001180204.1	367	407	465	480	495	573	518	499	551	650	629	602
NM_001180205.1	7028	6734	8088	7024	7530	7738	8433	8055	8205	8038	7665	8121
NM_001180206.1	137	150	130	134	128	119	133	139	143	129	136	106
NM_001180207.1	3190	3379	3515	2687	2644	2439	2315	2400	2282	2260	2243	2121
NM_001180208.1	2036	2218	2132	2321	2200	2116	1999	1900	1948	2068	2186	2108
NM_001180209.1	115	126	130	149	131	141	144	143	150	160	133	172
NM_001180210.1	861	795	668	798	708	715	527	543	567	691	673	630
NM_001180213.1	1680	1869	1636	1548	1365	1412	1292	1240	1309	1628	1578	1508
NM_001180214.1	8	9	5	6	5	7	2	5	4	2	2	1
NM_001180215.1	380	376	404	377	370	419	371	380	387	359	341	375
NM_001180216.1	183	207	229	215	224	171	175	170	206	214	205	176
NM_001180217.1	843	834	812	1018	1044	1008	927	975	912	1153	1244	1050
NM_001180219.1	288	316	264	313	316	280	270	224	297	267	266	285
NM_001180220.1	5785	5786	5617	5841	6096	5713	5908	6045	5905	6148	5457	5723
NM_001180221.1	1049	1071	976	935	973	906	717	777	789	883	844	763
NM_001180224.1	820	782	810	809	827	811	847	813	885	932	996	940
NM_001180225.1	639	508	604	671	696	652	627	647	530	650	638	598
NM_001180226.1	715	689	720	680	746	656	665	738	728	740	659	659
NM_001180227.1	948	967	987	861	869	829	979	905	955	856	857	847
NM_001180228.1	2742	2923	3043	3818	3765	3756	2948	2944	3040	3795	3635	3471
NM_001180229.1	14	11	10	14	14	12	17	13	13	28	22	17
NM_001180230.1	155	144	130	198	189	180	220	245	241	263	241	272
NM_001180231.1	7029	6952	7433	6812	6721	7028	7982	7496	7818	6640	6538	6989
NM_001180233.1	934	893	910	994	959	962	922	993	954	1100	1019	1018
NM_001180234.1	457	437	544	575	643	656	614	683	723	908	1018	913
NM_001180235.1	312	299	330	377	347	321	283	288	277	296	274	261
NM_001180236.1	132	130	158	120	133	134	138	132	127	116	138	110
NM_001180237.1	65	74	77	85	72	103	79	92	79	74	73	89
NM_001180238.1	962	916	1023	771	824	699	824	816	814	734	738	739
NM_001180239.1	288	300	375	312	298	313	369	359	361	326	331	355
NM_001180240.1	197	237	250	230	202	258	227	245	214	264	295	306
NM_001180241.1	130	166	113	173	180	139	105	174	161	217	223	225
NM_001180242.1	9149	8118	8038	13192	13044	12956	18282	16764	18560	18132	17972	17186
NM_001180243.1	55	74	42	45	58	65	51	34	35	48	52	44
NM_001180244.1	10694	11681	12299	11324	9570	11132	5282	5238	5575	7588	7797	7304
NM_001180245.1	35008	33922	35158	31945	30795	33466	30915	30009	31238	25815	26594	26524
NM_001180246.1	0	0	0	1	1	2	1	0	0	1	0	1
NM_001180248.1	1284	1209	1200	1272	1231	1338	1186	1244	1399	1400	1321	1172
NM_001180249.1	504	537	543	635	699	672	604	576	562	689	662	626
NM_001180250.2	1405	1420	1427	1515	1513	1551	1700	1602	1587	1774	1627	1859
NM_001180251.2	27231	25913	21909	25843	25858	21787	21515	21848	22764	21566	21226	20768
NM_001180252.1	8085	8104	8405	7819	8187	8175	8745	8435	8907	7475	7835	7608
NM_001180253.1	824	785	709	569	605	560	522	533	504	397	418	424
NM_001180254.1	51	51	64	55	62	55	70	67	77	79	64	66
NM_001180255.2	7844	7929	6934	9811	8938	9739	9325	9899	9564	10813	9879	10981
NM_001180257.1	66	91	84	66	60	71	70	70	81	64	70	69
NM_001180258.1	762	791	707	878	861	824	1302	1261	1316	1064	1075	1049
NM_001180259.1	82	89	84	71	80	68	77	70	64	84	95	91
NM_001180260.1	114	123	132	140	105	94	115	118	120	123	136	117
NM_001180261.1	1214	1125	1111	663	656	718	614	604	649	447	414	436
NM_001180262.1	345	385	423	366	377	372	341	344	341	401	341	371
NM_001180263.1	331	387	385	310	342	348	341	331	356	304	303	334
NM_001180264.1	24	14	10	30	23	31	20	31	25	116	105	81
NM_001180265.1	825	760	744	589	672	666	665	622	702	601	559	585
NM_001180266.1	63	73	74	41	41	35	50	43	45	42	40	29
NM_001180267.1	373	332	316	340	305	281	273	297	280	263	243	241
NM_001180268.1	2945	2874	2797	2291	2308	2248	2057	2241	2353	2029	1924	1882
NM_001180269.1	152	157	188	155	164	227	159	140	153	160	184	167
NM_001180270.1	12	21	24	16	21	15	18	27	26	23	29	24
NM_001180271.1	68	65	58	51	55	71	84	69	75	61	68	70
NM_001180272.1	1607	1790	1768	1723	1685	1824	1710	1748	1736	1649	1763	1631
NM_001180273.1	1112	1111	1108	706	716	666	513	632	613	473	493	417
NM_001180274.1	2	7	5	4	3	7	0	0	6	5	6	5
NM_001180275.1	485	485	515	628	622	561	758	822	748	848	823	787
NM_001180276.1	104	96	95	80	89	99	89	99	102	103	120	104
NM_001180277.1	338	321	349	366	393	394	380	411	437	437	429	400
NM_001180278.1	3	3	2	0	2	2	3	3	0	9	6	3
NM_001180279.1	535	487	560	659	564	477	598	538	553	648	624	567
NM_001180280.1	138	143	150	171	170	164	174	175	156	190	147	179
NM_001180282.1	12	11	8	9	12	7	10	9	11	26	38	28
NM_001180283.1	61	69	68	84	86	99	63	112	78	190	198	180
NM_001180284.1	747	722	646	787	717	740	717	739	721	762	637	695
NM_001180285.1	1313	1308	1172	1181	1147	920	1063	957	1008	965	958	928
NM_001180286.1	2649	2634	2573	3025	3025	2795	2762	2716	2784	3153	3053	3109
NM_001180287.1	1360	1350	1411	1076	1037	1007	953	913	922	180	175	174
NM_001180289.1	130296	120960	109275	105413	103309	106905	100935	100474	110893	83724	82497	86770
NM_001180290.1	221	224	225	265	279	301	235	218	267	330	342	329
NM_001180291.1	33	47	35	38	27	46	47	35	42	40	48	41
NM_001180292.1	350	244	250	216	230	182	248	255	245	181	144	169
NM_001180293.1	280	255	254	302	285	253	279	279	324	337	319	325
NM_001180294.1	304	317	277	326	348	276	330	322	327	402	362	350
NM_001180295.1	581	650	626	790	776	637	622	654	589	740	697	715
NM_001180296.1	1744	1611	1586	1955	2064	2033	2041	2090	2200	2232	2292	2214
NM_001180297.2	792	834	842	735	736	783	880	857	835	768	751	743
NM_001180298.1	76	76	40	83	74	56	90	73	89	65	83	96
NM_001180299.2	8	3	3	5	4	2	1	5	4	2	7	5
NM_001180300.2	373	338	337	302	343	346	358	328	348	271	306	296
NM_001180301.1	221	204	177	161	127	116	152	106	123	88	80	94
NM_001180303.1	6	4	8	16	14	17	21	14	21	42	40	20
NM_001180304.1	7	5	11	9	9	17	16	18	10	22	10	18
NM_001180305.1	0	2	0	1	0	0	0	0	0	1	0	1
NM_001180306.1	24	32	31	27	43	30	70	49	53	71	75	66
NM_001180307.1	11	3	11	5	4	2	7	5	7	5	9	4
NM_001180308.1	193	176	182	207	189	194	228	219	174	234	254	244
NM_001180309.1	900	962	1006	1383	1440	1440	1517	1512	1360	2110	2093	2135
NM_001180310.1	6942	6901	6481	7181	6556	7034	6185	6035	6679	6459	6722	6347
NM_001180311.3	178	183	192	196	233	207	244	254	295	314	319	274
NM_001180312.1	124	90	177	115	110	131	158	134	136	156	145	141
NM_001180313.1	296	258	259	277	278	267	259	261	270	270	261	271
NM_001180314.3	591	663	570	664	647	667	640	604	743	723	719	728
NM_001180315.3	305	324	367	337	356	348	355	394	381	377	342	382
NM_001180317.1	20	18	19	9	16	10	32	19	22	17	28	22
NM_001180319.1	7785	8674	8911	9469	8801	9163	9620	8962	9189	11209	10536	10492
NM_001180320.3	88725	81754	70328	66838	68739	63940	58519	58654	66270	52487	51867	51829
NM_001180321.3	157	189	187	191	186	177	202	219	152	217	202	167
NM_001180322.1	109	137	135	157	111	119	140	109	149	134	158	154
NM_001180324.3	171	170	198	174	202	137	194	150	180	195	164	149
NM_001180325.3	827	810	683	793	677	712	670	638	653	694	632	687
NM_001180326.1	10	10	0	2	1	10	8	6	7	8	3	6
NM_001180327.1	784	715	622	868	1056	793	869	938	1093	1126	1190	1086
NM_001180328.3	167	159	230	216	202	223	190	210	210	235	247	238
NM_001180329.3	259	289	272	327	322	313	359	344	329	455	443	406
NM_001180330.1	74	72	84	77	70	89	70	70	61	77	75	87
NM_001180331.1	13502	13869	13048	11832	11342	10665	10576	10065	10265	8874	8883	8682
NM_001180333.3	33108	30285	28532	24614	26317	25416	22838	24762	26695	22342	20260	20825
NM_001180334.3	230	272	224	314	248	276	266	275	303	304	304	273
NM_001180335.1	352	378	346	393	405	331	356	345	352	320	345	363
NM_001180336.1	1654	1778	1354	2119	1747	2056	1512	1633	1728	2082	2021	2198
NM_001180338.3	50	52	72	56	73	68	83	73	78	92	85	78
NM_001180339.3	136	123	126	130	127	79	100	124	81	121	96	105
NM_001180340.1	2167	2124	2322	2367	2608	2702	2669	2817	2784	3047	3197	3036
NM_001180341.1	16044	16367	15590	8473	8989	7574	7490	7481	7052	1838	2129	2062
NM_001180342.3	491	445	448	502	481	495	485	490	486	473	501	411
NM_001180343.3	2119	2046	2307	2656	2599	2932	3337	3328	3160	3491	3320	3283
NM_001180344.1	770	750	857	770	812	846	861	891	901	873	844	828
NM_001180345.1	19227	18347	18135	19791	20599	19385	20587	20168	21514	20622	20176	19456
NM_001180346.3	2464	2647	2708	2636	2429	2639	2605	2525	2680	3212	3586	3584
NM_001180347.3	2552	2720	2776	2691	2503	2717	2664	2599	2738	3329	3689	3704
NM_001180348.1	2148	2326	2309	2294	2139	2333	2374	2281	2411	3250	3652	3564
NM_001180349.1	373	364	351	351	353	399	399	323	398	386	333	346
NM_001180350.3	11	14	14	5	11	7	12	4	11	6	10	10
NM_001180351.3	153	125	93	120	107	83	100	123	103	105	98	87
NM_001180352.1	1179	991	1122	1001	1086	1086	958	896	1052	936	895	943
NM_001180353.1	495	480	494	468	483	488	491	479	526	470	517	436
NM_001180354.3	1705	1802	1684	1510	1461	1608	1654	1753	1537	1448	1485	1434
NM_001180355.3	698	678	713	668	645	750	672	611	725	758	740	691
NM_001180357.1	570	527	536	501	540	472	481	442	458	470	479	469
NM_001180358.1	66843	60842	64553	62653	65543	69644	61889	59906	66378	55901	58614	57567
NM_001180359.3	453	479	509	517	467	439	467	464	388	463	512	404
NM_001180360.3	393	433	501	393	380	445	426	436	413	437	395	427
NM_001180362.1	1054	956	1039	913	989	949	949	939	988	1065	1012	962
NM_001180363.1	2110	2234	1960	2744	2809	2601	3127	3118	2754	3728	3747	3918
NM_001180364.3	870	906	913	1183	1192	1136	1077	988	1025	1187	1334	1248
NM_001180365.3	360	381	409	437	443	419	440	454	398	537	519	573
NM_001180366.1	69	60	52	87	84	71	93	118	99	115	149	117
NM_001180367.1	191	153	174	200	230	174	208	232	199	314	288	252
NM_001180368.3	3647	3742	3715	3568	3529	3424	3572	3543	3820	3439	3233	3307
NM_001180369.3	383	466	451	366	424	406	356	383	345	291	296	287
NM_001180370.1	2291	2423	2291	2359	2288	2275	2466	2277	2248	2376	2309	2500
NM_001180371.1	534	523	514	523	516	526	420	440	384	470	455	414
NM_001180372.3	40736	37549	35707	33723	36107	30587	31743	30992	33263	26953	26587	26584
NM_001180373.3	83	87	79	74	81	83	89	79	72	78	77	79
NM_001180374.1	51	65	84	58	51	63	61	77	75	52	57	61
NM_001180375.1	149	156	171	145	155	131	156	140	136	154	147	145
NM_001180376.3	368	412	390	387	376	379	337	357	315	370	372	393
NM_001180377.3	302	287	304	312	286	285	269	285	262	326	270	268
NM_001180378.1	10	4	8	20	14	20	10	26	6	41	33	24
NM_001180379.1	2177	2199	2394	2719	2679	2414	2290	2363	2148	2454	2370	2242
NM_001180380.3	742	644	734	837	800	896	806	786	716	788	780	808
NM_001180381.3	124	133	182	140	129	124	182	193	168	155	166	182
NM_001180382.1	1361	1525	1370	1960	1821	1781	1976	1971	1921	2732	2546	2835
NM_001180383.1	308	276	261	277	306	265	364	267	316	283	298	277
NM_001180384.3	40	52	74	45	46	50	68	44	67	52	53	47
NM_001180385.3	21778	23947	18972	24871	27096	29079	26918	30886	27795	41249	39054	40736
