transcripts	gene_name	wt_1	wt_2	wt_ssb1_flag_1	wt_ssb1_flag_2	wt_1_rpm	wt_2_rpm	wt_ssb1_flag_1_rpm	wt_ssb1_flag_2_rpm	min_corr_ck	min_corr_ip	comments	peak_num	peak_length	gaps	collision_start	peak_start	peak_end	collision_end	max_site	max_fold	mean_fold	ck_peak_rpm	ip_peak_rpm	P_Value	BHFDR	Peak_loci
YDR322W-t26_1	YDR322W	249	700	609	929	22.7972	27.1603	40.3652	35.2768	0.6493	0.6402	Qualified	1	19	0	77	78	96	105	90	5.4386	3.9985	1.2019606141422334	5.498183605693213	1.7485738897905982e-06	-	cds
YDR322W-t26_1	YDR322W	249	700	609	929	22.7972	27.1603	40.3652	35.2768	0.6493	0.6402	Qualified	2	6	0	221	224	229	235	226	2.5726	2.3355	0.5323139478466291	1.483375203206377	0.0005686267325421455	-	cds
YDR322W-t26_1	YDR322W	249	700	609	929	22.7972	27.1603	40.3652	35.2768	0.6493	0.6402	Qualified	3	21	0	238	242	262	267	253	5.4267	3.5624	1.1631602078554193	5.902073641471719	2.326690457561575e-06	-	cds
YDR322C-A-t26_1	YDR322C-A	217	607	309	465	19.8675	23.5518	20.4809	17.6574	0.4936	0.814	Qualified	1	14	0	60	66	79	88	68	5.1463	3.4931	2.9835440453925464	8.132842791667795	4.6932813583551905e-06	-	cds
YDR323C-t26_1	YDR323C	47	148	80	124	4.3031	5.7425	5.3025	4.7086	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR324C-t26_1	YDR324C	1098	2847	1593	2919	100.5275	110.4648	105.5859	110.8428	0.4956	0.6024	Qualified	1	10	0	249	252	261	270	256	4.203	3.1797	0.8566715312001653	3.26570104137211	0.0015917846273192846	-	cds
YDR324C-t26_1	YDR324C	1098	2847	1593	2919	100.5275	110.4648	105.5859	110.8428	0.4956	0.6024	Qualified	2	7	0	260	269	275	281	273	2.7012	2.29	0.3840894892288827	0.9431185952549331	0.12037259388522166	-	cds
YDR324C-t26_1	YDR324C	1098	2847	1593	2919	100.5275	110.4648	105.5859	110.8428	0.4956	0.6024	Qualified	3	9	0	286	289	297	301	289	2.4812	2.3111	0.9854957866745044	1.6404416216100954	0.0874542176071961	-	cds
YDR324C-t26_1	YDR324C	1098	2847	1593	2919	100.5275	110.4648	105.5859	110.8428	0.4956	0.6024	Qualified	4	24	0	374	374	397	403	385	6.1351	3.8978	2.2083879004052704	7.879781445077682	0.00013161844922280423	-	cds
YDR324C-t26_1	YDR324C	1098	2847	1593	2919	100.5275	110.4648	105.5859	110.8428	0.4956	0.6024	Qualified	5	22	0	432	433	454	461	436	4.2823	3.0736	2.001962832357303	5.978362052719736	8.859913959251053e-05	-	cds
YDR324C-t26_1	YDR324C	1098	2847	1593	2919	100.5275	110.4648	105.5859	110.8428	0.4956	0.6024	Qualified	6	23	0	481	485	507	509	494	3.5961	2.63	2.662249054929261	4.873344760328394	0.006537519259000538	-	cds
YDR324C-t26_1	YDR324C	1098	2847	1593	2919	100.5275	110.4648	105.5859	110.8428	0.4956	0.6024	Qualified	7	8	0	517	519	526	528	521	2.4884	2.2349	0.7208701091963151	1.8013122702714865	0.039962385410593555	-	cds
YDR324C-t26_1	YDR324C	1098	2847	1593	2919	100.5275	110.4648	105.5859	110.8428	0.4956	0.6024	Qualified	8	13	0	583	590	602	611	599	3.5795	2.6451	1.1577143377710335	3.0057513190992764	0.0029144801304632397	-	cds
YDR324C-t26_1	YDR324C	1098	2847	1593	2919	100.5275	110.4648	105.5859	110.8428	0.4956	0.6024	Qualified	9	12	0	684	686	697	700	688	4.2875	3.3134	1.896453353665631	5.195428740476183	0.00048343031987542495	-	cds
YDR325W-t26_1	YDR325W	306	797	427	909	28.0159	30.9239	28.3021	34.5173	0.1529	0.3387	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR326C-t26_1	YDR326C	669	1525	637	1648	61.2504	59.1706	42.2211	62.5793	0.3273	0.3022	Qualified	1	5	0	163	164	168	174	166	3.25	2.7099	0.09700101571703577	0.7159667756359096	0.010768155790237528	-	cds
YDR326C-t26_1	YDR326C	669	1525	637	1648	61.2504	59.1706	42.2211	62.5793	0.3273	0.3022	Qualified	2	8	0	937	943	950	955	947	4.4731	3.2576	0.6851322957997512	1.5358449036159516	0.0582552951453321	-	cds
YDR326C-t26_1	YDR326C	669	1525	637	1648	61.2504	59.1706	42.2211	62.5793	0.3273	0.3022	Qualified	3	9	0	965	974	982	986	980	2.968	2.5042	0.27313414045282536	0.8298853682704269	0.02150938179424656	-	cds
YDR326C-t26_1	YDR326C	669	1525	637	1648	61.2504	59.1706	42.2211	62.5793	0.3273	0.3022	Qualified	4	8	0	1232	1235	1242	1244	1239	3.0489	2.6538	0.14277858853336087	1.0480579960740828	8.376003867528361e-05	-	cds
YDR326C-t26_1	YDR326C	669	1525	637	1648	61.2504	59.1706	42.2211	62.5793	0.3273	0.3022	Qualified	5	5	0	1339	1339	1343	1343	1341	2.3442	2.2297	0.26615697392331455	0.6068804617340817	0.24254960373367437	-	cds
YDR328C-t26_1	YDR328C	1238	2610	740	1393	113.3453	101.2691	49.0481	52.8962	0.7761	0.8348	Qualified	1	8	0	180	181	188	189	185	7.3366	5.0509	3.2985411850224367	10.670479000980965	0.016667088487219796	-	cds
YDR329C-t26_1	YDR329C	236	503	153	395	21.607	19.5166	10.141	14.9993	0.2418	0.2541	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR330W-t26_1	YDR330W	248	574	425	780	22.7057	22.2714	28.1695	29.6188	0.3855	0.6451	Qualified	1	7	0	133	138	144	146	142	3.7044	3.054	0.34528908294206834	1.4743960113910088	0.005974153610569134	-	cds
YDR330W-t26_1	YDR330W	248	574	425	780	22.7057	22.2714	28.1695	29.6188	0.3855	0.6451	Qualified	2	10	0	290	292	301	310	295	5.1212	3.5387	0.44773596874348975	2.4654947111478327	0.00042320191206378924	-	cds
YDR330W-t26_1	YDR330W	248	574	425	780	22.7057	22.2714	28.1695	29.6188	0.3855	0.6451	Qualified	3	14	0	323	324	337	339	330	3.726	3.0148	0.23280243772088585	2.2711407941826196	4.984593300417319e-05	-	cds
YDR330W-t26_1	YDR330W	248	574	425	780	22.7057	22.2714	28.1695	29.6188	0.3855	0.6451	Qualified	4	14	0	346	352	365	367	361	4.9105	3.761	0.4353129321295934	3.674080673058301	0.0002947072738899397	-	cds
YDR330W-t26_1	YDR330W	248	574	425	780	22.7057	22.2714	28.1695	29.6188	0.3855	0.6451	Qualified	5	15	0	465	465	479	488	468	4.821	3.3195	0.4034896923722898	3.043038817660771	9.177262431725595e-05	-	cds
YDR331W-t26_1	YDR331W	322	838	215	335	29.4808	32.5147	14.2505	12.7209	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR332W-t26_1	YDR332W	54	143	69	160	4.944	5.5485	4.5734	6.0757	0.2486	0.107	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR333C-t26_1	YDR333C	491	1270	642	1076	44.9536	49.2765	42.5525	40.8588	0.3644	0.4365	Qualified	1	11	0	233	234	244	245	241	3.2841	2.6894	0.46169030180251136	2.185873191119234	6.552039046197441e-05	-	cds
YDR333C-t26_1	YDR333C	491	1270	642	1076	44.9536	49.2765	42.5525	40.8588	0.3644	0.4365	Qualified	2	13	0	506	510	522	530	512	3.4363	2.7904	0.657223629681708	1.9003913438829296	0.02098887826897009	-	cds
YDR333C-t26_1	YDR333C	491	1270	642	1076	44.9536	49.2765	42.5525	40.8588	0.3644	0.4365	Qualified	3	7	0	602	605	611	619	608	2.8879	2.4399	0.6378234265383008	1.8385997688329812	0.024866532403135144	-	cds
YDR333C-t26_1	YDR333C	491	1270	642	1076	44.9536	49.2765	42.5525	40.8588	0.3644	0.4365	Qualified	4	5	0	683	689	693	694	690	2.7327	2.4148	0.2995115101257433	0.9438039609049445	0.0449029679780991	-	cds
YDR334W-t26_1	YDR334W	275	725	420	924	25.1777	28.1303	27.8381	35.0869	0.2449	0.1358	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	1	13	0	123	125	137	146	130	6.4011	4.5656	0.6432692966226865	4.352759950132715	6.127130881910731e-05	-	cds
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	2	19	0	136	145	163	170	159	6.6439	4.5695	1.4238713116943484	6.728840145134485	1.553860013332113e-05	-	cds
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	3	25	0	230	239	263	265	248	4.5059	3.4156	2.223873529909417	7.599474559399073	1.700441485982012e-08	-	cds
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	4	5	0	321	323	327	336	327	2.5948	2.2951	0.8318254579723725	1.4592138095429288	0.24824924219431277	-	cds
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	5	15	0	323	332	346	355	342	4.7849	3.7489	1.4999408278228514	5.556856316135501	2.6600570246535758e-05	-	cds
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	6	9	0	395	404	412	421	406	3.7806	3.0163	0.6502464631521973	2.6933318964168675	0.0006483287800991874	-	cds
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	7	14	0	486	492	505	507	495	5.1281	3.1748	0.9970668425393908	3.261554128289432	0.0040123293258890825	-	cds
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	8	19	0	557	560	578	579	575	3.68	2.7346	1.4254026081394733	3.7786773910524447	2.133198101603109e-05	-	cds
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	9	5	0	677	686	690	694	689	2.7952	2.4491	0.6432692966226865	1.2037536831777784	0.078456995711664	-	cds
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	10	13	0	790	791	803	812	798	4.0802	3.1623	1.2741155566314768	4.3058078941058415	2.7875265979905865e-05	-	cds
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	11	7	0	849	858	864	873	862	2.5051	2.1954	0.5726456505785686	1.5644958931870838	0.012290679627747367	-	cds
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	12	5	0	968	972	976	980	975	2.488	2.3697	0.20795636449309313	0.9103206926011227	0.0013232811644600343	-	cds
YDR335W-t26_1	YDR335W	1123	2839	2174	4180	102.8164	110.1544	144.0953	158.7266	0.3936	0.5384	Qualified	13	9	0	985	994	1002	1005	998	4.6872	3.3733	1.1258910980137302	3.1766292080510525	0.004159247326194557	-	cds
YDR336W-t26_1	YDR336W	53	121	96	183	4.8524	4.6948	6.363	6.949	0.1309	0.2799	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR337W-t26_1	YDR337W	210	561	409	577	19.2266	21.767	27.109	21.9103	0.2933	0.4483	Qualified	1	20	0	76	82	101	104	94	2.8585	2.4834	0.9536725469172008	3.6978993838967438	1.1291778005398846e-05	-	cds
YDR337W-t26_1	YDR337W	210	561	409	577	19.2266	21.767	27.109	21.9103	0.2933	0.4483	Qualified	2	5	0	201	205	209	215	205	3.148	2.7963	0.47564463486153286	0.9479508739876227	0.26747819725784766	-	cds
YDR338C-t26_1	YDR338C	125	255	100	227	11.4444	9.8941	6.6281	8.6198	0.262	0.1697	Poor repeatability of ip samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR339C-t26_1	YDR339C	435	1101	399	675	39.8265	42.7192	26.4462	25.6317	0.7052	0.8055	Qualified	1	7	0	102	105	111	113	109	6.0335	4.6577	0.5253367813171184	3.84876279226775	0.008995660826955678	-	cds
YDR339C-t26_1	YDR339C	435	1101	399	675	39.8265	42.7192	26.4462	25.6317	0.7052	0.8055	Qualified	2	5	0	115	116	120	121	119	3.0485	2.643	1.700068045037424	3.489733996383473	0.06077808376004147	-	cds
YDR339C-t26_1	YDR339C	435	1101	399	675	39.8265	42.7192	26.4462	25.6317	0.7052	0.8055	Qualified	3	6	0	133	140	145	145	141	3.4504	2.907	1.3990252384665554	2.293931456546045	0.07445974612768778	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	1	29	0	176	178	206	215	184	5.2252	3.0233	20.348579796261937	31.811530722412375	0.000435716929954671	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	2	14	0	203	212	225	229	216	3.6095	3.0699	8.941271692453993	20.803100173785523	6.202983004117879e-05	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	3	23	0	250	252	274	276	261	12.7853	5.3833	15.914107753806006	66.29576293337605	4.0534782325309096e-05	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	4	20	0	289	291	310	319	295	5.8304	3.6636	22.929313464978307	50.16363302124814	6.41737356786667e-05	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	5	8	0	320	329	336	341	332	3.2672	2.5819	4.760533587307484	6.318061733673256	0.1680960377246464	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	6	5	0	347	356	360	364	359	2.3344	2.1844	4.504416372803931	7.641251653868252	0.24394014318786558	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	7	5	0	379	381	385	394	383	2.6873	2.4959	1.710959785206195	3.426229007208496	0.002870238553736641	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	8	5	0	383	392	396	405	395	2.9806	2.5513	4.692972534153617	7.731008852839321	0.12372743996296219	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	9	5	0	418	424	428	432	428	2.4237	2.2236	3.4288967369419012	3.90640745423502	0.608156594336696	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	10	20	0	516	525	544	545	540	5.5227	3.1933	8.442484945862688	17.312338128927035	4.3390758788818e-05	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	11	6	0	552	561	566	575	562	2.678	2.2575	3.8836098722149015	6.423001134492405	0.015100861396404403	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	12	7	0	562	571	577	586	575	2.5333	2.3018	3.159677170128336	3.7300119209005427	0.3856430335695408	-	cds
YDR341C-t26_1	YDR341C	6031	14958	9052	15298	552.1691	580.3765	599.9772	580.9089	0.8061	0.8892	Qualified	13	21	0	575	584	604	606	599	4.5442	3.6574	14.29231983703833	45.86132139375758	8.473387377003979e-06	-	cds
YDR342C-t26_1	YDR342C	888	2067	569	967	81.301	80.2004	37.714	36.7198	0.8744	0.8044	Qualified	1	5	0	425	425	429	429	429	2.5228	2.3226	1.6054503065145234	1.313182679904612	0.7147383671638412	-	cds
YDR343C-t26_1	YDR343C	882	2059	567	966	80.7516	79.89	37.5814	36.6818	0.8751	0.8049	Qualified	1	5	0	425	425	429	429	429	2.5228	2.3226	1.6054503065145234	1.313182679904612	0.7147383671638412	-	cds
YDR345C-t26_1	YDR345C	4249	9598	2549	4521	389.0178	372.4063	168.9507	171.6753	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR346C-t26_1	YDR346C	2359	5628	3946	6737	215.9786	218.3687	261.5455	255.8232	0.7102	0.8235	Qualified	1	51	0	60	63	113	117	90	7.7362	3.5282	18.056293232449644	47.738922075277074	8.844471173819195e-08	-	cds
YDR346C-t26_1	YDR346C	2359	5628	3946	6737	215.9786	218.3687	261.5455	255.8232	0.7102	0.8235	Qualified	2	6	0	120	124	129	132	127	2.8055	2.4523	1.6621196194996197	2.7779141338302415	0.14718685364074097	-	cds
YDR346C-t26_1	YDR346C	2359	5628	3946	6737	215.9786	218.3687	261.5455	255.8232	0.7102	0.8235	Qualified	3	15	0	183	192	206	208	202	3.4086	2.5865	4.2049048626781875	9.703884377712596	0.00014269912955188299	-	cds
YDR346C-t26_1	YDR346C	2359	5628	3946	6737	215.9786	218.3687	261.5455	255.8232	0.7102	0.8235	Qualified	4	24	0	220	229	252	261	244	3.9211	2.8164	7.01776165341933	17.047898810746517	3.523793618363165e-06	-	cds
YDR346C-t26_1	YDR346C	2359	5628	3946	6737	215.9786	218.3687	261.5455	255.8232	0.7102	0.8235	Qualified	5	7	0	248	257	263	265	261	3.6291	2.5991	2.93078930604671	3.432774700066215	0.6755264181883327	-	cds
YDR346C-t26_1	YDR346C	2359	5628	3946	6737	215.9786	218.3687	261.5455	255.8232	0.7102	0.8235	Qualified	6	8	0	307	316	323	332	319	4.1777	3.1155	3.2621240559297577	7.201444850828274	0.022381377756028272	-	cds
YDR346C-t26_1	YDR346C	2359	5628	3946	6737	215.9786	218.3687	261.5455	255.8232	0.7102	0.8235	Qualified	7	11	0	323	332	342	344	336	4.471	3.3157	5.804909299108324	14.914152637211856	0.0010468437574228289	-	cds
YDR346C-t26_1	YDR346C	2359	5628	3946	6737	215.9786	218.3687	261.5455	255.8232	0.7102	0.8235	Qualified	8	19	0	390	394	412	421	396	3.2304	2.3962	4.800013309290414	8.230173731971599	0.0006107898803663858	-	cds
YDR346C-t26_1	YDR346C	2359	5628	3946	6737	215.9786	218.3687	261.5455	255.8232	0.7102	0.8235	Qualified	9	21	0	432	436	456	465	448	5.4297	3.4162	4.8885058620328135	9.81883101882213	0.000461687527158515	-	cds
YDR346C-t26_1	YDR346C	2359	5628	3946	6737	215.9786	218.3687	261.5455	255.8232	0.7102	0.8235	Qualified	10	5	0	453	462	466	475	464	3.036	2.5161	1.476626051040184	3.9581917889945832	0.018742652150728026	-	cds
YDR346C-t26_1	YDR346C	2359	5628	3946	6737	215.9786	218.3687	261.5455	255.8232	0.7102	0.8235	Qualified	11	10	0	463	472	481	481	477	6.0205	3.9615	4.2731452315281695	7.410638286816561	0.020418408788001483	-	cds
YDR347W-t26_1	YDR347W	305	773	406	698	27.9243	29.9927	26.9102	26.5051	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR348C-t26_1	YDR348C	521	1182	464	843	47.7002	45.8621	30.7545	32.0111	0.4854	0.51	Qualified	0	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR349C-t26_1	YDR349C	226	533	279	321	20.6915	20.6806	18.4924	12.1893	0.2508	0.1546	Poor repeatability of ip samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR350C-t26_1	YDR350C	66	130	85	156	6.0426	5.0441	5.6339	5.9238	0.0343	0.2756	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR351W-t26_1	YDR351W	308	751	1063	1944	28.199	29.1391	70.4569	73.8192	0.1874	0.4517	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR352W-t26_1	YDR352W	232	476	106	210	21.2408	18.469	7.0258	7.9743	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR353W-t26_1	YDR353W	4487	10585	6774	12025	410.8079	410.7023	448.9887	456.6237	0.7314	0.9045	Qualified	1	28	0	54	57	84	93	82	4.0534	2.8713	29.73605616101429	64.30866381676448	9.263791123323454e-05	-	cds
YDR353W-t26_1	YDR353W	4487	10585	6774	12025	410.8079	410.7023	448.9887	456.6237	0.7314	0.9045	Qualified	2	14	0	139	141	154	156	143	3.4281	2.6008	5.30833316465826	12.771084589036812	0.00020393515910567208	-	cds
YDR353W-t26_1	YDR353W	4487	10585	6774	12025	410.8079	410.7023	448.9887	456.6237	0.7314	0.9045	Qualified	3	5	0	161	163	167	171	167	2.3583	2.3003	5.084039189912009	8.675155496569271	0.04895495270942232	-	cds
YDR353W-t26_1	YDR353W	4487	10585	6774	12025	410.8079	410.7023	448.9887	456.6237	0.7314	0.9045	Qualified	4	16	0	207	209	224	233	219	3.6038	2.6788	11.58123061640249	22.500878493720496	6.484897867800042e-05	-	cds
YDR353W-t26_1	YDR353W	4487	10585	6774	12025	410.8079	410.7023	448.9887	456.6237	0.7314	0.9045	Qualified	5	21	0	226	235	255	264	243	7.7425	3.9216	20.659662362252565	54.78946879855174	1.2594095217932002e-05	-	cds
YDR353W-t26_1	YDR353W	4487	10585	6774	12025	410.8079	410.7023	448.9887	456.6237	0.7314	0.9045	Qualified	6	34	0	254	263	296	302	269	6.3014	3.5122	33.09058734332571	72.28029327694588	6.992504875472125e-07	-	cds
YDR354W-t26_1	YDR354W	514	1228	654	1098	47.0593	47.6469	43.3479	41.6942	0.5303	0.6734	Qualified	1	7	0	98	101	107	110	104	4.2017	3.2029	1.3323161660616982	2.9760722810531273	0.04436104248339472	-	cds
YDR354W-t26_1	YDR354W	514	1228	654	1098	47.0593	47.6469	43.3479	41.6942	0.5303	0.6734	Qualified	2	24	0	112	116	139	145	121	4.6507	2.9736	1.827361004066638	5.328676448041459	0.00029350602723226296	-	cds
YDR354W-t26_1	YDR354W	514	1228	654	1098	47.0593	47.6469	43.3479	41.6942	0.5303	0.6734	Qualified	3	13	0	315	318	330	338	327	3.8704	2.7195	1.099513728340812	3.773159746669744	0.015967229795678807	-	cds
YDR356W-t26_1	YDR356W	346	977	726	1273	31.6781	37.908	48.1201	48.3395	0.2428	0.3815	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR357C-t26_1	YDR357C	97	246	64	100	8.8808	9.5449	4.242	3.7973	0.2867	0.3335	Qualified	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR358W-t26_1	YDR358W	236	590	371	678	21.607	22.8922	24.5903	25.7456	0.2107	0.3959	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR359C-t26_1	YDR359C	244	516	394	781	22.3395	20.021	26.1148	29.6568	0.2271	0.2744	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR361C-t26_1	YDR361C	827	2169	870	1571	75.7161	84.1581	57.6646	59.6554	0.7232	0.7697	Qualified	1	11	0	140	149	159	163	153	3.0106	2.4723	2.419406857788614	4.276128856059692	0.009739587667639982	-	cds
YDR361C-t26_1	YDR361C	827	2169	870	1571	75.7161	84.1581	57.6646	59.6554	0.7232	0.7697	Qualified	2	12	0	257	261	272	278	268	3.767	2.8123	2.4427216345712814	5.6404105050738575	0.0018756674048290543	-	cds
YDR362C-t26_1	YDR362C	174	418	305	523	15.9306	16.2186	20.2158	19.8598	0.1981	0.384	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR363W-t26_1	YDR363W	52	165	93	157	4.7609	6.4021	6.1641	5.9617	0.0924	0.2811	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR363W-A-t26_1	YDR363W-A	743	1910	313	664	68.0255	74.1088	20.746	25.214	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR364C-t26_1	YDR364C	112	309	205	383	10.2542	11.9893	13.5876	14.5436	0.274	0.4369	Qualified	1	5	0	272	281	285	292	282	3.1338	2.6568	0.14975575506287164	0.4218484194092423	0.12433168125007084	-	cds
YDR364C-t26_1	YDR364C	112	309	205	383	10.2542	11.9893	13.5876	14.5436	0.274	0.4369	Qualified	2	11	0	355	357	367	376	363	4.1189	3.5418	0.03880040628681431	1.0994996480086403	0.0021933248758229545	-	cds
YDR364C-t26_1	YDR364C	112	309	205	383	10.2542	11.9893	13.5876	14.5436	0.274	0.4369	Qualified	3	19	0	402	407	425	434	415	3.6063	2.9416	0.40893556245667545	1.8627611624964293	1.8927147348331277e-05	-	cds
YDR365C-t26_1	YDR365C	1020	2432	638	1262	93.3862	94.3626	42.2874	47.9218	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR365W-A-t26_1	YDR365W-A	2	3	0	0	0.1831	0.1164	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR365W-B-t26_1	YDR365W-B	194	247	135	485	17.7617	9.5837	8.948	18.4168	0.9115	0.9569	Qualified	1	5	0	785	785	789	789	789	2.685	2.4076	1.232931873150527	0.687658468889783	0.20425648963824544	-	cds
YDR366C-t26_1	YDR366C	1	4	1	0	0.0916	0.1552	0.0663	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR367W-t26_1	YDR367W	215	522	152	288	19.6844	20.2538	10.0747	10.9362	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YDR368W-t26_1	YDR368W	1587	3840	3877	5875	145.298	148.9936	256.9721	223.0906	0.7375	0.8731	Qualified	1	16	0	55	57	72	81	68	3.25	2.6407	3.9705711285121756	8.355127613371518	4.305297385792805e-07	-	cds
YDR368W-t26_1	YDR368W	1587	3840	3877	5875	145.298	148.9936	256.9721	223.0906	0.7375	0.8731	Qualified	2	5	0	68	77	81	90	79	3.2656	2.9832	1.4168941451648374	3.303673905583616	0.025979239549921457	-	cds
YDR368W-t26_1	YDR368W	1587	3840	3877	5875	145.298	148.9936	256.9721	223.0906	0.7375	0.8731	Qualified	3	10	0	91	100	109	118	105	2.7839	2.4804	3.6850139514454545	6.736448605649829	0.015068393718819049	-	cds
YDR368W-t26_1	YDR368W	1587	3840	3877	5875	145.298	148.9936	256.9721	223.0906	0.7375	0.8731	Qualified	4	19	0	107	116	134	136	120	6.0991	4.2687	10.645254311130678	31.558538814187486	0.0002757604909380173	-	cds
YDR368W-t26_1	YDR368W	1587	3840	3877	5875	145.298	148.9936	256.9721	223.0906	0.7375	0.8731	Qualified	5	29	0	147	149	177	186	170	8.0347	3.8216	12.038833679512846	23.59211903474639	6.260621573514747e-05	-	cds
YDR368W-t26_1	YDR368W	1587	3840	3877	5875	145.298	148.9936	256.9721	223.0906	0.7375	0.8731	Qualified	6	14	0	196	205	218	221	209	2.7024	2.388	7.063539226235655	10.736074806288586	0.014746197581201466	-	cds
YDR368W-t26_1	YDR368W	1587	3840	3877	5875	145.298	148.9936	256.9721	223.0906	0.7375	0.8731	Qualified	7	14	0	225	226	239	241	233	14.9728	7.1008	5.537900344436	26.50602233874195	0.001547610866046151	-	cds
