name	wt_ribo_YPD1_cds_rpm	wt_ribo_YPD2_cds_rpm	wt_ribo_YPD3_cds_rpm	ncs2d_ribo_YPD1_cds_rpm	ncs2d_ribo_YPD2_cds_rpm	ncs2d_ribo_YPD3_cds_rpm	elp6d_ribo_YPD1_cds_rpm	elp6d_ribo_YPD2_cds_rpm	elp6d_ribo_YPD3_cds_rpm	ncs2d_elp6d_ribo_YPD1_cds_rpm	ncs2d_elp6d_ribo_YPD2_cds_rpm	ncs2d_elp6d_ribo_YPD3_cds_rpm
NM_001179153.1	58.22	99.02	49.65	90.5	68.22	28.23	50.34	41.86	70.83	84.73	57.7	184.0
NM_001179154.1	35.38	59.06	36.86	49.35	45.93	19.54	33.16	29.38	52.33	51.42	35.25	101.73
NM_001179155.1	218.44	330.1	187.39	225.81	231.9	103.39	174.67	167.84	308.68	288.86	204.14	566.63
NM_001179156.1	150.26	239.53	130.93	183.23	177.02	66.71	134.68	117.31	202.2	168.29	137.52	367.4
NM_001179157.1	410.21	654.0	354.95	688.49	640.61	248.73	485.68	401.8	695.76	766.57	564.47	1507.01
NM_001179158.1	53.16	98.66	54.34	75.01	69.91	27.52	50.69	45.97	73.93	72.15	58.28	160.38
NM_001179159.1	24.81	42.07	27.32	50.93	51.17	19.42	53.82	44.04	78.4	84.41	59.77	155.31
NM_001179160.1	34.54	56.73	30.27	49.15	47.84	18.79	34.97	32.6	56.7	86.45	62.29	162.58
NM_001179161.1	12.77	22.46	10.14	14.71	16.38	5.39	13.96	12.09	19.51	19.71	13.25	39.69
NM_001179162.1	47.42	73.28	44.2	46.63	52.12	22.13	35.85	32.35	58.34	54.36	38.76	106.22
NM_001179163.1	0.62	0.15	0.08	0.44	0.56	0.28	0.44	0.45	0.18	1.71	1.71	3.64
NM_001179164.1	14.68	25.01	12.87	19.29	20.38	8.06	13.3	11.0	23.25	27.48	19.7	50.44
NM_001179165.1	3.15	5.03	2.27	3.31	3.38	1.18	2.33	2.48	4.1	3.11	2.57	7.45
NM_001179166.1	15.47	25.45	9.46	18.51	16.49	6.41	9.95	10.16	17.59	16.28	10.82	39.19
NM_001179167.1	57.89	101.28	59.41	87.69	92.09	34.91	62.93	54.39	93.26	92.98	62.25	184.84
NM_001179168.1	7.82	15.97	11.43	10.46	8.33	3.18	6.21	4.9	8.39	8.68	6.22	14.9
NM_001179169.1	67.84	109.74	68.64	74.46	72.89	29.8	59.28	49.59	77.12	66.9	50.48	139.06
NM_001179170.1	14.06	19.91	10.82	19.39	18.97	7.82	11.98	10.3	16.87	17.84	12.76	38.93
NM_001179171.1	16.43	26.25	14.15	16.73	18.07	7.82	12.64	11.2	24.61	21.91	16.86	45.36
NM_001179172.1	215.4	303.56	202.6	224.08	230.72	102.25	193.12	177.25	301.57	259.02	203.47	555.63
NM_001179173.1	24.98	39.52	22.02	25.22	27.81	10.61	20.48	17.24	28.99	27.85	19.92	54.67
NM_001179174.1	9.34	14.0	8.48	10.96	11.26	4.76	8.54	7.23	12.49	12.27	8.61	23.87
NM_001179175.1	23.06	37.33	22.02	21.76	21.5	8.53	19.64	16.35	26.44	24.1	18.07	52.14
NM_001179176.1	19.46	31.28	18.69	24.33	23.92	8.73	16.65	12.98	25.07	26.08	18.44	50.44
NM_001179177.1	181.26	321.93	178.76	267.36	252.28	98.75	224.78	189.63	328.74	312.26	229.52	630.61
NM_001179178.1	2.48	3.86	3.56	2.57	2.59	1.69	2.29	2.18	3.83	4.07	3.43	8.12
NM_001179179.1	70.15	105.66	63.12	66.37	70.08	24.89	46.46	44.53	76.4	51.1	37.95	98.43
NM_001179180.1	36.34	56.66	31.18	39.67	40.81	16.35	31.58	27.35	44.76	49.87	35.02	102.07
NM_001179181.1	40.11	73.5	35.95	60.35	62.14	20.48	47.21	41.46	71.84	77.56	57.88	148.7
NM_001179182.1	114.65	205.77	115.57	154.21	146.85	53.19	98.78	84.96	147.32	146.17	101.78	275.32
NM_001179183.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NM_001179184.1	23.57	49.07	21.87	16.83	15.42	5.35	17.4	13.33	20.97	18.48	13.88	38.0
NM_001179185.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NM_001179186.2	50.8	97.56	48.44	47.57	46.49	18.48	39.59	32.74	54.42	48.85	35.61	88.27
NM_001179187.1	23.68	36.24	20.36	23.09	22.23	9.75	17.92	16.55	26.44	22.55	18.16	47.4
NM_001179188.1	15.36	27.78	15.14	20.23	21.22	7.86	15.46	12.58	25.71	25.82	18.71	55.1
NM_001179189.1	11.7	16.48	9.76	13.57	14.58	4.68	8.85	6.84	12.76	12.69	9.2	22.17
NM_001179190.1	21.83	30.55	22.4	19.29	20.88	9.75	15.81	14.56	21.88	21.64	16.0	38.51
NM_001179191.1	10.41	19.69	10.29	12.68	13.28	4.13	8.1	7.53	12.85	11.52	9.42	23.11
NM_001179192.1	21.88	35.36	23.46	23.44	24.82	11.24	15.68	13.23	27.8	25.5	18.16	51.03
NM_001179193.1	64.41	104.27	66.45	81.77	85.39	30.07	61.0	56.52	96.63	92.39	66.21	197.54
NM_001179194.1	945.26	1516.24	824.71	1014.23	1013.74	407.16	674.04	576.28	1101.8	930.41	683.33	1914.53
NM_001179195.1	89.78	138.32	71.82	127.91	129.52	45.37	65.09	58.7	101.47	127.48	91.46	251.53
NM_001179196.1	64.86	101.21	58.88	61.19	62.65	25.99	50.43	40.08	74.66	64.86	47.64	125.09
NM_001179197.1	3.15	4.96	2.8	4.59	4.05	1.06	4.01	3.12	4.74	3.54	3.52	7.19
NM_001179198.1	292.53	447.86	244.6	333.34	321.23	122.46	219.63	180.77	336.3	291.21	222.17	590.75
NM_001179199.1	39.21	62.56	36.93	41.9	42.83	15.96	27.83	25.51	44.12	43.28	29.75	86.16
NM_001179200.1	48.66	72.84	42.91	57.24	60.17	25.91	42.76	35.62	74.3	76.49	51.16	138.55
NM_001179201.1	6.92	10.43	6.28	7.25	7.43	2.4	8.81	5.99	11.4	10.66	7.8	20.65
NM_001179202.2	43.77	67.89	41.63	42.69	42.95	16.16	34.0	26.5	51.51	38.83	30.97	82.77
NM_001179203.1	33.87	55.13	31.86	42.69	43.34	15.57	30.08	27.44	43.3	43.65	31.55	79.56
NM_001179204.1	97.1	143.43	88.17	126.43	121.58	52.33	99.22	85.21	148.32	156.08	114.71	306.12
NM_001179205.1	6.13	7.95	5.07	3.8	5.01	2.36	3.92	2.77	5.56	4.18	2.25	7.62
NM_001179206.1	27.68	47.83	25.96	40.42	38.44	14.62	28.14	21.55	42.3	44.83	33.81	93.27
NM_001179207.1	28.07	49.0	25.13	33.85	29.72	11.79	19.6	17.34	28.35	25.44	18.3	47.14
NM_001179208.1	8.44	13.71	8.4	13.42	13.12	4.72	9.07	10.16	16.32	12.96	9.15	29.37
NM_001179209.1	16.03	24.65	14.68	17.12	13.9	5.62	12.11	9.41	19.05	14.46	11.13	29.54
NM_001179210.1	6.75	8.9	4.54	6.32	4.5	2.32	3.83	3.86	5.29	6.75	4.82	14.3
NM_001179211.1	21.26	40.1	22.1	21.27	22.68	7.04	14.36	10.95	16.59	15.59	10.01	26.41
NM_001179212.1	55.19	84.95	49.87	65.53	66.42	24.53	46.02	37.3	63.91	78.04	52.33	149.89
NM_001179213.1	25.76	35.73	21.57	29.21	31.3	12.7	20.21	17.64	32.64	31.01	20.78	64.41
NM_001179214.1	43.88	74.81	34.51	47.67	47.62	16.83	29.77	26.85	47.41	36.96	28.4	77.95
NM_001179215.1	23.74	34.2	21.95	22.7	24.77	9.24	16.38	15.95	23.98	20.67	15.69	41.13
NM_001179216.1	22.78	36.46	19.22	25.51	24.15	7.94	16.78	15.36	24.98	21.26	15.73	41.3
NM_001179217.1	3.77	5.18	2.65	5.28	5.63	1.93	2.25	3.62	4.19	7.45	6.18	12.19
NM_001179218.1	51.42	86.7	51.99	51.47	49.48	17.42	36.82	30.91	55.61	47.08	33.72	87.34
NM_001179219.1	190.82	311.36	177.55	226.6	228.7	88.53	135.56	123.05	222.53	223.24	151.09	407.09
NM_001179220.1	10.29	16.77	10.75	11.7	13.68	4.4	6.96	7.58	11.4	12.8	9.47	26.24
NM_001179221.1	5.46	9.55	5.75	6.32	6.08	2.52	5.2	4.85	7.66	7.55	5.81	14.9
NM_001179222.2	58.22	97.86	50.71	47.23	46.89	17.57	30.52	22.44	37.65	35.03	24.79	60.68
NM_001179224.1	262.43	392.66	235.52	202.62	198.75	83.34	182.06	158.92	262.92	101.71	82.49	206.09
NM_001179226.1	14.74	19.32	10.6	11.5	10.86	5.11	9.25	9.21	15.95	6.32	6.76	15.91
NM_001179227.1	15.36	21.0	11.35	18.06	17.28	6.37	9.2	7.43	12.12	17.09	9.29	25.81
NM_001179228.1	143.96	231.44	134.26	165.26	166.72	64.67	129.0	106.01	189.44	186.5	129.81	376.71
NM_001179229.1	144.24	249.23	126.16	154.7	142.75	56.85	116.93	100.91	175.95	149.06	95.74	292.24
NM_001179230.1	11.76	14.36	10.82	13.52	15.14	5.27	10.09	9.86	16.59	16.71	10.86	31.74
NM_001179231.1	12.88	20.13	9.91	13.27	16.1	5.11	10.0	8.07	13.22	15.05	8.83	28.44
NM_001179232.1	27.0	48.78	25.58	40.71	36.53	13.48	24.75	23.38	37.92	42.05	27.54	84.72
NM_001179233.1	40.22	70.73	32.62	38.1	33.04	12.82	24.88	22.99	36.01	28.87	19.83	56.62
NM_001179234.1	59.57	112.15	62.97	75.94	73.68	28.31	49.55	42.75	76.21	81.73	62.65	160.13
NM_001179235.1	4.84	8.46	3.48	6.42	4.73	2.32	4.84	3.81	5.74	6.32	4.06	13.46
NM_001179236.1	6.98	11.81	5.3	5.77	6.36	2.24	3.21	4.01	6.65	5.62	5.27	8.89
NM_001179237.1	84.16	132.86	71.67	70.62	67.71	25.44	43.73	36.56	68.83	51.37	37.14	100.29
NM_001179238.1	179.12	298.67	165.29	195.22	209.11	70.57	122.17	109.03	200.83	169.2	117.69	321.1
NM_001179239.1	6.98	11.81	6.89	9.92	9.74	4.48	8.46	7.48	14.04	11.78	8.07	26.58
NM_001179240.1	14.46	26.91	14.91	18.41	21.45	7.08	13.78	12.14	20.69	18.96	14.51	40.46
NM_001179241.1	38.65	60.16	32.85	52.31	52.46	21.31	38.67	34.68	55.43	68.02	49.18	139.31
NM_001179242.1	17.33	29.09	15.82	15.94	18.57	7.51	13.65	10.55	18.96	21.59	14.24	41.56
NM_001179243.1	47.59	83.71	48.74	47.37	45.37	20.48	32.06	26.4	49.87	37.87	27.54	78.96
NM_001179244.1	27.51	42.15	23.46	37.36	32.48	12.23	21.62	20.16	39.2	35.62	28.13	74.82
NM_001179245.1	35.38	58.77	29.21	39.97	40.47	17.69	27.66	25.66	44.4	47.46	33.22	91.91
NM_001179246.1	7.14	12.32	7.8	7.75	8.27	4.91	6.74	6.74	11.49	10.55	6.94	18.45
NM_001179247.1	48.21	71.02	45.03	50.43	52.29	20.91	38.58	37.45	60.62	57.52	41.69	118.66
NM_001179248.1	13.5	22.82	14.38	16.53	19.59	6.92	10.35	9.91	14.95	17.14	12.76	35.29
NM_001179249.1	29.53	42.95	27.32	32.12	34.34	11.4	21.67	19.22	32.55	34.12	23.44	56.96
NM_001179250.1	14.4	23.84	12.87	14.41	13.57	5.07	9.95	9.66	14.04	14.62	11.0	30.55
NM_001179251.1	35.67	55.78	33.45	33.65	31.46	12.7	20.21	18.58	33.46	27.21	18.62	50.7
NM_001179252.1	25.71	43.39	23.69	43.62	41.43	16.2	30.43	23.38	40.02	57.58	36.51	106.64
NM_001179253.1	42.42	68.47	42.46	55.56	53.42	22.64	45.76	43.0	64.0	65.67	51.2	147.1
NM_001179254.1	1.13	2.04	0.76	1.09	1.01	0.55	1.32	1.09	1.73	2.41	1.98	3.81
NM_001179256.1	0.0	0.0	0.0	0.15	0.06	0.04	0.09	0.05	0.0	0.32	0.0	0.17
NM_001179257.1	26.67	41.27	24.14	27.29	23.64	8.96	16.34	12.14	23.88	23.03	15.96	42.66
NM_001179258.1	163.14	251.64	143.8	167.53	177.98	64.47	106.14	94.37	176.22	131.01	88.39	251.62
NM_001179259.1	5.46	9.63	5.22	7.11	6.19	2.32	4.89	3.67	6.29	6.59	5.0	14.64
NM_001179261.1	7.2	12.47	7.27	8.59	8.27	3.85	6.03	4.76	8.66	8.78	5.77	16.84
NM_001179262.1	82.25	136.79	79.39	83.2	87.92	33.42	64.83	59.5	99.0	90.84	66.85	180.44
NM_001179263.1	85.9	137.89	75.08	115.47	119.5	45.05	84.12	71.38	124.16	124.64	94.3	257.88
NM_001179264.1	2.87	7.29	3.56	4.89	6.25	1.89	3.44	3.47	4.83	5.14	4.01	10.66
NM_001179265.1	87.31	139.64	81.06	71.26	75.88	29.72	49.41	46.62	80.5	80.77	55.4	155.98
NM_001179266.1	32.57	43.17	30.88	13.32	13.96	1.81	12.82	11.94	12.03	0.32	0.18	0.34
NM_001179267.1	44.84	81.89	39.43	146.86	151.41	49.34	134.72	124.59	209.04	346.92	262.38	749.44
NM_001179268.1	8.1	10.57	8.33	9.47	9.79	4.76	7.53	6.89	11.03	13.23	9.29	25.48
NM_001179269.1	0.17	0.29	0.15	0.15	0.23	0.08	0.0	0.25	0.46	0.43	0.72	1.02
NM_001179270.1	2.31	3.06	2.04	2.02	1.97	0.75	2.82	2.82	3.01	2.52	2.88	4.82
NM_001179271.1	1410.72	2184.46	1054.33	1610.59	1607.57	491.96	974.75	855.58	1468.55	1290.56	935.7	2396.27
NM_001179272.1	29.93	49.95	32.01	47.92	43.96	18.67	33.21	29.13	46.58	56.45	42.6	113.07
NM_001179273.1	44.1	69.49	41.32	47.87	45.93	18.99	32.19	28.73	46.77	42.26	33.04	77.95
NM_001179274.1	283.75	448.81	224.62	278.32	296.75	111.33	207.08	195.58	341.68	245.15	157.58	476.58
NM_001179275.1	17.83	30.77	17.03	16.43	19.08	7.19	14.93	12.09	21.88	18.16	14.87	31.82
NM_001179277.1	181.65	290.94	154.69	223.3	198.41	78.55	114.37	106.01	196.82	194.91	139.91	392.45
NM_001179278.1	20.53	33.1	20.51	31.98	33.55	13.76	20.26	16.25	29.45	36.1	27.04	69.57
NM_001179279.1	34.09	53.67	29.67	46.83	42.55	16.04	25.94	21.25	36.47	41.78	30.56	79.39
NM_001179280.1	31.78	50.17	27.09	33.56	28.71	13.64	21.62	18.08	32.09	29.78	20.73	60.94
NM_001179281.1	4.56	8.68	4.69	5.13	4.45	1.77	4.05	3.52	5.47	5.73	4.15	11.09
NM_001179282.1	11.08	17.86	8.1	12.88	12.44	4.44	8.94	7.23	14.4	12.37	10.64	29.03
NM_001179283.1	32.97	51.12	27.55	26.75	29.55	9.44	12.95	11.89	18.51	21.48	15.19	35.29
NM_001179284.1	1.86	3.28	1.74	2.12	2.65	1.02	2.38	1.78	2.92	3.37	2.07	5.76
NM_001179285.1	43.94	73.94	41.85	60.01	57.69	19.22	38.32	31.51	54.61	58.33	39.53	112.23
NM_001179286.1	16.37	26.61	15.97	20.82	18.8	7.86	16.43	12.83	20.97	20.67	15.51	49.51
NM_001179287.1	4.61	9.19	3.63	5.58	5.4	1.81	2.86	2.87	5.47	4.55	4.19	11.34
NM_001179288.1	0.28	0.58	0.23	0.3	0.23	0.0	0.26	0.15	0.27	0.54	0.27	0.51
NM_001179289.1	65.2	104.78	57.14	82.26	76.27	29.88	48.93	44.83	78.67	84.95	60.17	174.26
NM_001179290.1	8.44	11.38	3.94	8.24	7.2	2.36	5.06	4.16	7.11	6.59	4.01	16.0
NM_001179291.1	0.23	0.07	0.15	0.15	0.34	0.12	0.13	0.25	0.36	0.0	0.14	0.08
NM_001179292.1	22.61	32.67	20.74	23.79	23.58	8.53	15.46	14.86	21.97	23.83	16.18	44.86
NM_001179293.1	111.78	184.77	100.35	153.17	151.53	49.49	96.85	97.59	167.92	174.13	125.94	333.12
NM_001179294.1	65.76	103.76	64.63	87.29	87.3	35.11	66.81	56.87	98.09	86.66	66.03	161.65
NM_001179295.1	14.96	24.79	13.17	26.99	21.11	8.3	16.03	12.38	24.34	26.94	19.74	59.24
NM_001179296.1	57.44	84.07	50.63	57.74	53.7	20.64	39.77	30.17	57.25	50.13	32.18	108.42
NM_001179297.1	9.11	13.42	9.01	14.01	13.4	5.27	10.7	7.38	13.86	16.5	11.22	32.58
NM_001179298.1	8.16	16.55	11.96	13.82	13.4	5.11	10.88	9.66	16.5	18.32	12.31	33.18
NM_001179299.2	5.85	10.57	5.15	5.82	6.7	2.32	4.49	3.86	7.75	7.23	4.06	12.19
NM_001179300.1	32.8	53.96	30.05	48.66	53.42	21.9	35.81	32.25	56.61	64.17	45.34	121.45
NM_001179301.1	131.3	198.92	123.97	146.51	150.74	56.89	113.67	93.83	175.03	152.17	116.29	303.25
NM_001179302.1	7.48	14.15	8.1	7.65	7.71	2.52	5.24	5.15	6.38	7.77	5.32	14.56
NM_001179303.1	13.39	24.35	15.67	15.69	13.06	5.7	11.67	9.66	15.13	13.98	11.58	29.37
NM_001179305.1	20864.97	30535.91	16591.03	21630.35	21770.19	8398.5	14093.94	12265.92	23447.19	18544.34	13765.24	38485.85
NM_001179306.3	39.89	48.85	32.69	37.45	43.85	15.96	28.85	26.6	42.57	43.17	31.1	78.03
NM_001179307.3	2.42	3.43	2.72	1.92	3.15	1.06	2.55	1.93	3.74	4.77	3.02	8.72
NM_001179308.1	3.43	4.67	1.21	1.09	0.73	0.12	0.26	0.45	0.18	0.32	0.18	0.34
NM_001179309.3	5.46	10.35	6.13	6.37	4.39	1.89	3.66	4.01	6.2	7.07	4.06	11.26
NM_001179310.1	930.69	1323.09	873.75	1203.52	1250.65	503.09	895.48	783.79	1388.6	1419.27	972.88	2345.15
NM_001179312.3	28.24	51.99	25.58	42.39	43.79	17.18	31.18	28.73	39.38	49.6	36.83	104.44
NM_001179313.1	8.83	10.79	6.58	8.24	8.39	3.07	7.84	4.76	8.48	9.69	5.32	20.06
NM_001179314.3	1072.17	1534.4	862.1	1125.6	1120.18	461.38	792.78	672.83	1263.07	1107.54	820.67	2133.22
NM_001179315.1	2.81	5.18	2.35	3.36	2.65	0.86	2.38	2.08	2.55	4.71	2.7	7.36
NM_001179316.3	0.17	0.15	0.3	0.35	0.39	0.12	0.13	0.15	0.55	0.27	0.23	0.68
NM_001179317.1	29.14	50.31	29.36	37.75	35.69	16.0	26.12	23.58	38.84	38.67	25.87	80.74
NM_001179318.3	19.18	30.77	18.32	29.56	35.07	13.45	27.35	23.33	37.01	52.65	34.03	100.8
NM_001179319.1	66.04	102.52	61.76	69.58	74.3	27.64	49.72	46.32	84.96	68.29	50.71	134.74
NM_001179320.3	1.41	1.9	1.36	2.02	2.2	0.75	1.28	0.89	1.73	2.52	1.44	4.23
NM_001179321.1	183.51	294.37	153.63	258.48	260.5	89.08	193.03	165.16	276.96	327.9	237.14	623.42
NM_001179322.3	9.17	12.4	7.42	13.47	12.38	4.52	5.46	4.31	6.84	9.27	5.77	19.97
NM_001179323.1	20.87	28.0	17.63	21.66	17.17	7.12	15.19	13.82	21.33	20.84	17.17	43.93
NM_001179324.3	695.82	1111.04	548.85	668.5	701.46	249.76	450.18	377.78	738.33	627.63	449.57	1195.81
NM_001179325.1	2.76	3.94	2.95	3.75	3.21	1.34	3.04	2.18	4.28	4.39	2.84	8.8
NM_001179326.3	7.82	11.81	6.51	8.44	7.15	3.26	6.56	6.09	9.48	11.19	8.7	22.85
NM_001179327.1	66.72	110.91	59.64	90.16	85.56	30.66	51.09	47.41	79.22	79.91	62.11	158.18
NM_001179328.4	57.21	89.11	50.03	57.98	57.92	22.96	40.65	36.51	60.81	55.28	41.38	105.54
NM_001179329.1	10.58	20.71	10.75	14.8	15.42	4.56	11.67	10.3	15.95	15.43	11.49	33.18
NM_001179330.3	22.61	35.44	22.78	26.75	27.97	11.83	19.47	20.21	31.27	40.01	25.15	65.08
NM_001179331.3	112.85	168.22	96.65	126.62	136.27	55.98	92.66	88.43	146.04	157.74	116.61	308.16
NM_001179332.1	61.6	99.46	51.77	53.05	51.17	17.81	32.11	29.33	43.39	32.94	23.26	68.81
NM_001179333.3	7.65	10.35	5.98	4.24	5.74	2.04	4.84	3.96	8.11	4.66	5.77	14.3
NM_001179334.1	3069.3	4505.49	2694.66	2699.57	2973.22	1121.13	2138.57	1846.64	3476.07	2721.83	1926.93	5258.54
NM_001179335.3	13.95	23.63	12.41	13.08	14.86	5.31	8.59	8.07	13.58	10.5	6.99	19.89
NM_001179336.1	96.93	160.27	84.08	102.59	100.75	42.1	71.57	62.37	115.05	111.41	82.89	208.03
NM_001179337.3	36.85	57.9	29.44	40.32	42.83	15.61	26.86	25.61	45.95	41.83	28.35	73.29
NM_001179338.1	34.15	54.18	30.95	36.17	33.94	13.48	24.09	21.7	36.56	33.58	25.69	62.21
NM_001179339.3	416.68	612.94	350.56	502.99	528.48	217.56	475.02	446.34	831.23	863.89	587.45	1832.85
NM_001179340.1	4.67	5.1	3.33	6.42	5.29	2.12	5.55	4.56	7.48	11.73	9.01	22.26
NM_001179341.3	0.68	0.58	0.08	1.78	0.9	0.35	0.75	0.84	1.82	2.41	0.95	4.65
NM_001179342.1	0.45	0.73	0.61	0.35	0.68	0.24	0.31	0.25	0.46	0.75	0.41	1.18
NM_001179344.1	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NM_001179345.3	6.47	6.42	4.69	2.76	2.25	1.61	3.48	1.63	3.37	4.98	3.25	6.86
NM_001179346.1	314.24	477.83	288.88	94.65	83.7	13.29	71.65	70.05	77.49	6.16	4.51	12.1
NM_001179347.3	97.27	151.52	104.74	219.05	207.76	94.94	185.54	172.84	303.94	314.94	234.7	608.86
NM_001179349.1	0.0	0.07	0.08	0.15	0.0	0.0	0.04	0.1	0.09	0.0	0.0	0.08
NM_001179350.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
NM_001179351.3	9.62	13.13	8.63	7.9	9.12	3.54	7.35	4.9	9.12	8.03	7.03	16.25
NM_001179352.3	12.77	20.78	13.24	12.58	12.05	4.87	11.01	9.86	13.67	12.64	10.59	26.74
NM_001179353.1	12.83	22.97	11.35	16.53	17.9	6.6	12.77	10.9	19.24	16.5	13.07	32.84
NM_001179354.3	22.05	29.53	17.18	18.95	17.51	6.96	12.99	11.1	19.69	14.78	10.55	28.1
NM_001179355.1	63.85	105.88	53.96	55.37	54.66	18.32	36.73	31.06	51.96	39.42	29.12	84.3
NM_001179356.1	1.8	4.01	2.04	2.47	2.36	1.26	1.45	2.08	3.01	2.79	1.94	6.94
NM_001179357.3	8.38	12.76	8.17	10.51	11.26	4.44	6.65	6.79	9.12	13.18	9.24	21.07
NM_001179358.3	39.89	58.77	31.41	44.12	43.79	13.48	32.19	26.4	48.32	44.72	33.4	76.85
NM_001179359.1	46.3	65.63	43.06	30.45	26.23	10.1	20.3	17.64	29.9	16.07	13.21	32.58
NM_001179360.3	30.72	57.82	25.96	47.08	45.48	16.67	30.12	26.01	45.76	48.21	34.89	92.93
NM_001179361.1	13.95	22.46	14.38	6.71	8.11	3.03	8.02	5.8	11.49	6.43	5.99	12.19
NM_001179363.1	2.36	4.3	2.57	3.11	3.21	1.49	2.25	1.44	3.74	3.7	2.52	6.26
NM_001179364.3	18.4	29.68	17.41	17.52	17.56	6.17	14.23	11.39	18.78	18.37	15.42	37.49
NM_001179365.1	166.68	294.51	154.39	187.02	182.32	72.41	83.9	72.82	136.02	75.63	55.35	175.7
NM_001179366.1	25.93	37.26	19.37	27.68	25.5	9.63	18.5	16.64	27.99	32.89	22.63	59.08
NM_001179367.3	5.85	9.11	6.74	9.43	8.05	2.95	6.3	5.6	8.66	10.55	8.34	21.16
NM_001179368.1	3780.93	5710.01	3114.02	3789.25	3893.69	1506.16	2612.41	2284.26	4324.89	3575.7	2568.56	6728.81
NM_001179369.1	33.53	51.41	27.62	41.2	37.43	15.49	23.74	21.3	36.83	43.01	31.06	71.86
NM_001179370.3	32.35	48.93	26.41	40.56	38.67	14.03	27.48	21.75	33.37	35.83	29.21	70.75
NM_001179371.3	70.38	110.32	68.04	72.74	68.61	29.6	46.99	42.6	74.75	62.24	43.72	121.45
NM_001179372.1	62.56	87.94	52.14	48.61	45.99	17.38	28.93	30.27	52.42	42.74	27.77	77.1
NM_001179373.1	15.92	24.65	14.61	17.81	22.35	9.12	15.37	12.63	19.24	24.37	17.17	51.8
NM_001179374.3	0.68	1.24	0.38	0.35	0.68	0.08	0.53	0.4	1.0	0.27	0.45	1.1
NM_001179376.1	36.62	62.13	35.42	41.6	41.54	15.45	30.83	26.5	49.59	46.01	29.93	88.1
NM_001179377.1	25.65	46.45	25.5	33.06	32.59	12.07	26.95	20.81	35.28	31.44	22.09	61.53
NM_001179379.3	0.06	0.15	0.08	0.2	0.11	0.0	0.04	0.05	0.18	0.0	0.14	0.34
NM_001179380.3	130.34	212.19	109.81	183.72	164.02	62.35	124.46	112.45	179.41	172.15	134.1	382.04
NM_001179381.1	11.42	17.28	13.55	15.1	14.47	5.54	10.57	7.98	13.58	15.48	10.14	24.71
NM_001179383.1	71.67	114.77	52.83	90.6	81.05	31.88	56.99	51.72	91.71	106.16	69.5	192.97
NM_001179384.3	57.72	91.8	53.81	68.99	75.93	27.52	57.39	46.37	84.24	91.27	61.44	158.27
NM_001179385.1	38.65	69.2	42.23	64.94	62.03	23.19	47.3	37.95	63.91	72.04	55.04	149.3
NM_001179386.1	42.08	67.81	28.0	51.07	46.89	19.11	31.75	28.24	50.5	51.85	36.28	101.22
NM_001179387.3	0.06	0.36	0.3	1.18	1.13	0.39	0.26	0.2	0.46	0.59	0.36	1.69
NM_001179388.3	94.79	136.87	111.1	105.9	111.11	34.28	72.84	65.34	106.93	112.91	73.34	194.15
NM_001179389.1	66.1	99.9	56.99	72.05	72.33	28.58	54.87	48.75	78.13	68.93	55.62	143.63
NM_001179390.1	22.5	36.24	22.17	25.12	27.13	9.04	20.79	19.96	29.08	28.71	19.02	52.39
NM_001179391.3	166.18	242.16	137.36	208.89	205.96	77.29	155.51	151.29	263.1	308.3	213.07	590.75
NM_001179392.1	4.73	5.47	3.63	4.93	4.11	2.2	3.52	4.01	6.75	6.27	4.55	11.93
NM_001179393.1	153.75	231.73	124.04	170.1	178.66	69.78	137.98	108.59	209.49	186.55	148.11	390.25
NM_001179394.3	50.57	72.7	40.94	58.08	58.26	21.82	39.77	32.05	56.07	67.59	43.0	121.45
NM_001179395.3	7.65	13.42	6.21	10.71	10.19	3.3	8.06	6.44	10.03	11.73	8.97	20.31
NM_001179396.1	11.53	19.83	11.73	16.38	14.8	6.41	8.94	9.07	16.59	15.32	11.76	32.58
NM_001179397.3	44.27	68.69	43.9	56.11	57.36	25.16	46.68	40.03	70.2	65.51	50.44	136.77
NM_001179398.1	38.53	66.5	38.67	55.76	48.58	20.84	41.62	37.3	56.79	68.56	49.45	143.37
NM_001179399.1	7.59	14.88	7.19	9.62	8.95	4.05	7.84	7.08	9.66	11.52	9.74	22.26
NM_001179400.3	16.37	25.81	15.97	20.33	22.85	8.02	17.18	15.36	23.52	30.9	22.04	59.08
NM_001179401.3	607.62	927.14	467.49	671.07	670.16	228.41	360.25	304.26	516.99	503.48	359.2	893.41
NM_001179402.1	1266.37	1886.45	984.93	1318.06	1334.8	492.32	807.27	749.41	1309.84	1101.54	807.82	2087.27
NM_001179403.1	1019.52	1439.68	867.24	856.27	881.29	349.18	705.88	588.07	1096.88	634.43	454.71	1249.8
NM_001179405.1	6.3	8.46	5.0	5.43	6.02	1.97	2.77	3.42	6.29	6.86	5.27	11.76
