name	SRR1944912_f0	SRR1944912_f1	SRR1944912_f2	SRR1944913_f0	SRR1944913_f1	SRR1944913_f2	SRR1944914_f0	SRR1944914_f1	SRR1944914_f2	SRR1944915_f0	SRR1944915_f1	SRR1944915_f2	SRR1944916_f0	SRR1944916_f1	SRR1944916_f2	SRR1944917_f0	SRR1944917_f1	SRR1944917_f2
NM_001180012.3	393	200	153	481	249	228	254	127	169	532	338	155	510	233	242	258	122	141
NM_001180013.1	144	88	72	242	111	77	92	43	69	235	148	55	223	87	72	122	42	50
NM_001180014.3	241	127	92	325	127	109	146	56	94	280	207	78	238	130	117	125	38	75
NM_001180015.1	1237	703	510	1533	764	650	887	325	500	1922	1392	554	1805	900	855	957	430	521
NM_001180016.3	1302	738	500	1625	781	599	825	282	466	1498	1079	392	1415	723	686	820	334	437
NM_001180017.1	1004	562	438	1239	674	528	710	277	389	1696	1107	573	1603	793	821	790	355	435
NM_001180018.3	416	239	171	635	346	263	289	121	171	751	608	206	725	340	328	407	189	193
NM_001180021.1	847	357	286	1001	446	428	411	197	277	1205	793	359	1085	517	450	554	269	300
NM_001180022.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001180023.1	0	3	1	1	3	1	3	2	1	1	4	0	0	3	1	0	2	0
NM_001180024.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001180025.1	8160	6267	4427	11215	7330	5980	7158	3622	3778	9812	9614	3917	10569	6865	6343	8187	3659	3576
NM_001180026.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001180027.1	1837	1101	1042	2390	1145	1355	1170	558	758	2812	1917	1025	2177	1110	1365	1115	538	693
NM_001180028.3	150	77	51	156	69	58	78	27	40	172	163	58	154	93	81	66	15	32
NM_001180029.1	1922	1050	767	2731	1197	1152	1261	451	720	2407	1995	851	2065	1118	1202	987	381	515
NM_001180030.3	28747	15688	11453	34452	17512	13769	17984	7423	9814	29091	24513	8344	28951	14576	12769	16761	7405	8114
NM_001180031.1	1080	537	340	1193	542	473	631	212	333	1264	816	295	1096	544	526	592	235	325
NM_001180032.3	820	430	300	948	465	387	511	184	297	884	660	206	806	369	336	462	185	207
NM_001180033.1	1166	601	511	1487	693	646	812	333	488	1452	1004	451	1378	585	643	837	297	409
NM_001180034.1	24	18	15	30	21	16	19	1	13	31	30	7	31	13	14	21	15	10
NM_001180035.1	2	7	1	4	5	2	5	1	3	17	13	2	17	6	5	4	3	2
NM_001180036.1	10922	5204	4702	12971	6008	5721	6605	2445	3699	10990	8104	3252	10210	5041	5061	5645	2352	2843
NM_001180041.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001180042.1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
NM_001180043.1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
NM_001180045.1	63	36	25	47	28	17	35	16	17	22	24	10	18	14	7	23	13	11
NM_001180047.1	1290	681	501	1671	817	668	724	314	366	1956	1052	485	1935	747	785	971	345	409
NM_001180048.2	1324	703	506	1691	833	673	738	323	370	1969	1061	493	1953	753	788	991	350	408
NM_001180049.1	3	0	0	5	0	1	1	0	2	3	1	0	1	0	1	1	0	0
NM_001180050.2	9	3	1	12	9	6	6	5	5	9	3	4	11	3	4	4	3	5
NM_001180052.1	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0
NM_001180053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001180054.1	2	0	0	1	0	1	0	1	0	1	0	0	0	2	0	2	0	0
NM_001180055.1	62	17	36	60	25	18	40	9	19	40	21	12	30	15	10	22	9	3
NM_001180056.2	98	36	46	87	46	34	55	19	35	70	37	20	53	25	25	38	16	7
NM_001180057.1	15616	8184	6909	18975	8835	8283	9360	3231	5154	19119	14428	5641	17934	8594	8628	9193	3237	4452
NM_001180058.2	388	228	170	468	227	204	192	85	129	447	336	106	430	204	164	192	64	106
NM_001180059.1	513	228	153	660	239	220	332	70	194	857	481	162	701	268	266	338	101	188
NM_001180060.3	169	68	71	208	101	82	83	46	62	191	148	58	191	81	88	105	33	61
NM_001180061.3	175	80	63	223	92	101	120	35	57	229	129	47	179	91	62	85	36	50
NM_001180062.1	297	172	114	439	165	188	209	81	143	610	351	129	473	229	194	252	121	153
NM_001180063.1	834	473	292	1115	540	447	526	212	305	997	648	258	995	450	363	435	185	215
NM_001180064.3	215	120	98	257	95	140	165	61	84	275	147	88	206	97	104	135	51	64
NM_001180065.3	175	55	40	210	75	92	113	45	62	262	195	81	244	119	97	137	45	55
NM_001180066.1	1417	739	631	2038	943	886	1048	411	647	3364	2287	826	2844	1279	1162	1522	583	834
NM_001180067.3	125	48	40	127	51	62	59	31	46	144	104	54	157	57	74	99	28	57
NM_001180069.1	140	87	68	236	109	128	106	35	72	149	123	43	142	64	67	69	30	35
NM_001180071.1	419	174	126	456	211	147	249	71	120	432	275	129	427	186	173	222	97	107
NM_001180072.3	132	50	44	139	67	70	82	23	48	194	128	45	151	57	72	95	35	50
NM_001180073.1	7019	3164	2607	8304	3360	3071	4025	1595	2321	7887	5396	1889	7204	3214	2983	3923	1483	1833
NM_001180074.1	1614	976	646	2163	1088	899	1190	499	690	2314	1631	617	2118	1020	890	1113	459	521
NM_001180076.3	77	33	28	113	60	48	68	19	36	138	90	34	115	61	63	56	36	25
NM_001180077.1	188	91	67	221	86	95	139	41	49	223	111	56	193	73	74	77	38	51
NM_001180078.1	592	277	240	735	322	303	337	124	183	679	499	179	637	258	240	324	138	168
NM_001180079.3	532	220	215	626	268	272	309	126	165	852	476	235	732	294	356	396	135	243
NM_001180080.1	55	16	9	55	15	26	27	12	19	24	23	9	25	21	16	13	6	11
NM_001180081.1	1755	897	830	2366	1105	946	1061	404	572	2767	2058	756	2463	1239	1060	1172	542	592
NM_001180083.1	0	6	3	8	3	2	5	2	5	6	7	2	7	7	2	3	0	3
NM_001180084.1	161	82	64	184	98	68	71	30	51	180	89	50	166	64	65	83	30	46
NM_001180086.1	56	30	23	69	46	39	56	17	29	94	60	26	80	40	38	40	14	19
NM_001180087.2	156	67	67	186	88	95	92	33	41	255	136	66	190	89	82	89	32	45
NM_001180088.1	1168	637	532	1531	751	645	829	304	442	1824	1246	474	1557	756	667	869	321	449
NM_001180089.1	116	66	49	165	82	74	92	32	60	211	110	51	172	57	77	100	42	52
NM_001180090.2	1213	617	521	1620	734	709	789	311	498	1585	1068	418	1374	607	727	796	287	383
NM_001180092.1	32	13	20	53	15	14	28	9	10	44	34	15	34	24	23	28	12	10
NM_001180094.1	211	93	70	272	98	129	131	38	72	251	135	63	214	81	91	133	37	57
NM_001180095.1	174	63	43	159	81	69	84	40	54	183	136	31	149	71	60	70	35	38
NM_001180096.1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0
NM_001180098.1	1	0	0	1	1	1	0	0	0	7	3	1	15	5	2	2	0	2
NM_001180099.1	1623	906	746	2080	979	912	1148	427	635	2012	1245	575	1777	786	887	956	350	505
NM_001180101.1	250	133	111	311	165	129	145	65	80	204	131	62	178	99	83	85	52	51
NM_001180102.1	168	77	83	224	101	115	124	49	69	215	120	74	150	81	83	88	23	38
NM_001180103.1	93	45	32	88	65	61	46	27	41	95	83	21	98	42	36	45	24	30
NM_001180104.1	149	77	63	173	72	75	95	38	54	201	118	54	181	61	71	93	38	51
NM_001180105.1	555	294	205	676	370	286	376	171	200	789	598	253	702	369	334	395	177	210
NM_001180106.1	405	195	178	514	238	209	272	116	140	472	374	120	426	219	211	247	94	94
NM_001180107.1	18	26	10	59	21	27	20	5	16	38	22	7	30	14	14	16	8	9
NM_001180108.1	26	16	11	16	12	7	11	2	5	17	14	3	17	8	8	8	6	4
NM_001180110.1	1678	753	623	1999	906	873	982	433	579	1810	1292	472	1650	669	756	913	330	457
NM_001180111.1	659	341	228	710	411	287	423	154	232	594	478	173	507	264	249	356	125	172
NM_001180112.1	357	148	170	391	177	170	208	90	123	366	250	92	343	133	140	139	65	96
NM_001180113.1	174	109	71	215	120	100	136	44	76	264	208	79	234	105	104	121	56	68
NM_001180114.1	13691	8336	5541	16582	8960	6770	8697	3473	4799	14884	11753	4198	14181	7712	6689	7962	3187	3803
NM_001180115.1	234	134	81	270	123	93	147	53	93	271	181	81	238	121	88	136	45	69
NM_001180116.1	72	33	25	90	32	36	45	17	25	97	62	19	101	26	43	44	14	19
NM_001180117.1	906	475	355	1202	598	471	632	222	357	1474	972	385	1041	462	451	601	224	317
NM_001180118.1	32	13	20	39	17	14	22	8	14	30	16	7	30	8	8	12	8	14
NM_001180119.1	769	407	309	954	475	385	577	224	350	1082	789	314	1001	535	477	521	235	289
NM_001180120.1	5204	2281	2564	6112	2573	2852	2538	896	1766	4703	3645	1662	4973	2173	2608	2211	863	1353
NM_001180122.1	519	263	208	652	307	273	353	151	229	667	398	177	623	286	283	345	142	161
NM_001180123.1	582	285	259	706	303	310	341	152	227	739	387	191	605	272	280	279	99	160
NM_001180124.1	329	153	114	449	164	189	245	92	139	577	375	167	475	192	215	224	93	143
NM_001180125.1	2489	1251	960	2819	1351	1108	1535	585	856	3315	2172	960	3006	1407	1387	1554	606	818
NM_001180126.1	227	104	101	308	170	100	194	68	77	259	288	99	275	184	148	175	73	80
NM_001180128.1	29	13	7	40	21	6	21	7	13	40	25	9	41	14	20	11	6	10
NM_001180129.1	789	376	285	980	444	433	409	175	237	1376	844	349	1082	453	534	624	206	315
NM_001180131.1	680	403	274	907	430	364	451	188	270	908	709	323	939	453	508	505	213	268
NM_001180132.1	123	97	48	156	94	81	109	37	43	198	133	58	142	85	84	103	47	49
NM_001180133.1	513	316	206	628	282	255	299	113	184	542	314	151	443	186	174	252	103	142
NM_001180134.1	12056	7187	4840	14668	7707	5838	7885	3034	3828	12422	11307	3648	11855	6763	5372	7278	2915	3288
NM_001180135.1	160	88	72	172	88	98	106	45	60	220	143	69	158	103	104	98	32	43
NM_001180136.1	155	125	59	207	107	82	130	56	72	238	168	76	207	102	97	121	46	56
NM_001180137.1	884	475	396	1092	592	460	577	227	340	1187	860	347	1154	547	569	614	219	302
NM_001180138.1	9	2	0	1	0	0	1	0	0	4	1	0	0	3	0	0	2	0
NM_001180139.1	69	25	30	81	38	34	38	12	25	94	51	17	92	28	34	46	17	25
NM_001180140.1	8474	4631	4265	10711	5341	5328	5108	2388	3305	9893	6845	3200	8780	4336	5009	4588	1980	2413
NM_001180141.1	15088	7756	5972	17838	8178	7432	7760	2839	4397	16572	11515	4239	14800	6734	6762	6931	2568	3467
NM_001180142.1	12256	7176	4625	14938	7180	5547	7163	3070	3922	11829	9963	3166	11979	5750	5161	6221	2626	2966
NM_001180143.1	7035	3587	2705	8997	4224	3587	4216	1719	2361	8374	6040	2297	7628	3483	3385	4095	1661	1915
NM_001180144.1	6	2	2	0	3	2	2	0	2	3	4	2	7	1	0	4	0	0
NM_001180145.1	530	284	205	568	332	232	305	146	177	665	549	199	693	338	291	381	152	190
NM_001180146.1	78	55	36	76	54	34	44	12	20	119	55	34	89	36	42	42	16	26
NM_001180147.1	341	139	135	445	184	165	192	74	135	567	343	151	492	208	215	230	92	124
NM_001180148.1	97	71	43	157	55	67	78	29	39	169	118	49	174	71	63	86	25	39
NM_001180149.1	136	88	68	168	79	64	79	27	67	185	106	50	162	69	73	72	29	49
NM_001180150.1	65	37	46	102	52	45	53	26	43	122	60	29	96	44	37	57	19	25
NM_001180151.1	406	208	186	467	251	218	250	116	165	524	354	160	443	236	217	206	93	117
NM_001180152.1	330	199	123	447	236	152	232	99	146	401	310	125	399	154	145	181	61	103
NM_001180154.1	3064	1822	1142	3951	1893	1511	2020	794	1017	3382	2640	926	2884	1435	1312	1722	759	817
NM_001180156.1	1784	788	729	2079	942	878	1123	414	618	3383	2297	921	2934	1408	1421	1657	590	822
NM_001180157.1	76	47	35	86	53	59	69	23	29	105	64	40	108	45	39	49	27	25
NM_001180158.1	403	214	195	533	228	269	242	103	160	480	291	139	376	168	179	208	102	114
NM_001180159.1	2498	1297	1008	3112	1483	1325	1724	613	1009	3566	2466	1014	3247	1539	1516	1793	716	913
NM_001180160.1	227	101	73	276	111	109	122	51	78	273	174	68	238	96	90	114	55	83
NM_001180161.2	681	337	288	850	408	364	411	161	250	957	638	260	833	389	360	430	184	228
NM_001180162.1	852	428	324	1092	481	459	507	203	314	1098	746	314	1020	422	481	469	191	285
NM_001180163.1	31	12	8	36	16	17	27	1	21	37	30	14	27	18	18	20	13	11
NM_001180164.1	47	38	27	68	36	41	57	25	26	74	39	26	62	38	19	31	17	17
NM_001180165.1	214	118	69	248	158	126	138	66	82	306	205	89	292	116	112	168	60	73
NM_001180166.1	51	20	18	61	23	27	49	11	19	77	41	15	65	21	30	33	15	13
NM_001180167.1	187	77	66	161	86	82	97	36	39	183	136	47	180	87	62	106	36	35
NM_001180168.1	9	7	6	12	7	7	4	4	1	9	5	4	13	4	1	10	3	2
NM_001180169.1	102	71	35	102	46	53	77	16	38	96	115	52	110	76	76	57	39	34
NM_001180170.1	410	234	107	455	204	164	287	97	130	551	392	121	546	234	243	261	126	175
NM_001180171.1	900	471	419	1169	568	489	666	250	329	1208	819	300	1066	474	509	605	230	309
NM_001180172.1	135	82	73	186	109	78	93	29	50	228	134	57	179	90	64	97	30	36
NM_001180173.1	0	3	1	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0
NM_001180174.1	131	99	69	173	68	82	91	25	45	233	161	94	156	99	80	111	46	58
NM_001180175.1	370	217	155	538	248	215	280	132	138	511	382	148	441	234	198	220	95	136
NM_001180176.1	281	128	117	367	160	159	188	78	117	444	236	109	393	135	173	229	62	109
NM_001180178.1	88	29	16	75	23	44	42	10	30	133	69	18	98	43	31	45	20	22
NM_001180179.1	264	147	90	393	158	105	225	80	117	469	308	108	422	222	206	271	98	111
NM_001180180.1	327	203	125	470	232	207	265	98	137	420	256	148	370	192	203	238	94	100
NM_001180181.1	490	232	217	627	336	274	393	150	248	662	447	187	534	260	257	352	130	171
NM_001180182.1	93	45	57	121	62	49	70	29	23	154	83	29	135	52	57	77	23	54
NM_001180183.1	1218	615	403	1557	718	598	871	380	461	2095	1473	611	1877	897	852	1141	453	553
NM_001180184.1	1614	1009	724	1930	984	964	1239	503	687	2308	1625	692	2233	1073	1095	1305	538	649
NM_001180185.1	9822	5105	4073	12259	6010	5224	6692	2926	3708	15890	11863	4238	13700	7071	6478	8129	3487	4137
NM_001180186.1	133	57	43	150	97	69	109	28	52	144	116	47	143	61	67	81	32	34
NM_001180187.1	719	414	241	979	485	351	446	161	263	871	553	214	739	310	298	455	173	212
NM_001180188.1	73	33	29	90	43	37	38	16	15	58	41	17	56	33	16	33	13	13
NM_001180189.1	9517	5976	4905	11219	6055	5588	6113	3281	3862	10001	7617	3166	9253	5091	4984	5994	2823	2875
NM_001180190.1	3454	1955	1446	4047	2062	1810	1971	866	1172	6375	4790	1878	5499	2815	2701	3153	1327	1619
NM_001180191.1	592	357	216	852	420	363	469	161	267	1139	844	327	1051	469	463	591	225	303
NM_001180192.1	104	71	42	132	76	66	76	28	39	128	84	42	137	60	45	72	24	38
NM_001180193.1	693	307	314	826	425	356	419	146	223	886	586	256	777	369	340	446	194	240
NM_001180194.1	6941	2976	4367	9855	3587	5573	5508	1514	3722	11061	6399	2247	7245	3097	4186	5026	1537	2717
NM_001180195.1	569	271	272	722	352	335	326	142	213	806	562	241	700	322	272	335	136	183
NM_001180196.2	14573	7694	6170	17555	8260	7934	7759	2924	4829	17588	13047	5387	15546	7982	8454	7479	2920	4317
NM_001180197.1	1356	700	540	1702	824	672	927	394	550	1611	1191	446	1602	751	678	839	382	415
NM_001180198.1	35	24	7	45	17	14	17	8	19	38	28	7	35	21	15	19	8	6
NM_001180199.1	35	11	12	45	24	27	33	13	19	48	37	18	61	19	35	40	12	18
NM_001180200.1	3898	1909	1472	4580	2013	1778	2661	932	1462	5274	3284	1209	4362	1869	1868	2575	971	1260
NM_001180201.1	427	230	179	616	254	234	342	122	165	560	424	179	538	257	269	304	120	149
NM_001180202.1	76	51	18	108	49	36	62	20	36	130	64	22	118	55	40	50	23	42
NM_001180203.1	2360	1311	860	2697	1409	1084	1497	606	835	3195	2520	860	2821	1503	1280	1797	753	903
NM_001180204.1	184	98	81	265	134	97	153	69	75	286	259	89	302	131	131	178	85	89
NM_001180205.1	3478	1853	1333	4097	2080	1835	2703	1004	1385	4575	3202	1306	4320	2106	1993	2491	984	1247
NM_001180206.1	60	53	20	99	51	30	50	17	19	93	63	25	75	37	33	48	16	12
NM_001180207.1	1585	827	651	2086	1058	935	1151	426	665	1769	1233	516	1511	770	710	768	283	445
NM_001180208.1	1002	512	418	1440	623	568	727	229	396	1606	981	407	1276	555	630	680	258	350
NM_001180209.1	61	24	24	82	30	36	42	18	24	113	52	28	71	30	44	46	16	24
NM_001180210.1	457	209	154	491	239	224	225	82	121	549	353	132	409	187	201	229	89	119
NM_001180213.1	902	362	352	1203	493	535	531	202	326	1026	667	303	786	365	398	465	189	218
NM_001180214.1	0	4	4	1	9	0	1	2	0	2	2	4	3	0	3	3	1	0
NM_001180215.1	188	115	72	243	112	108	139	35	80	253	150	88	213	97	105	141	43	78
NM_001180216.1	106	48	25	131	74	48	65	30	53	143	94	40	132	63	58	59	24	26
NM_001180217.1	444	263	179	593	253	235	274	116	151	745	474	187	691	304	265	345	144	148
NM_001180219.1	143	74	60	206	89	84	76	45	49	209	131	73	194	65	103	90	29	54
NM_001180220.1	3010	1488	992	3753	1694	1388	1838	711	992	4002	2487	1033	3610	1666	1510	1836	770	875
NM_001180221.1	537	250	216	727	290	268	319	119	187	653	381	181	575	227	294	288	101	168
NM_001180224.1	385	242	154	495	207	227	269	108	134	580	330	132	473	263	184	259	104	131
NM_001180225.1	348	162	119	351	130	146	195	84	115	440	327	136	436	195	180	222	95	99
NM_001180226.1	357	168	191	474	195	198	243	102	141	422	331	159	460	207	197	241	97	103
NM_001180227.1	493	209	211	651	250	249	312	127	193	600	361	161	522	237	216	280	97	135
NM_001180228.1	1357	745	592	1870	943	772	970	430	611	2462	1841	764	2211	1112	1056	1249	536	631
NM_001180229.1	5	5	4	11	0	2	3	0	4	11	6	3	8	7	1	1	3	3
NM_001180230.1	82	37	31	88	51	38	39	17	25	129	94	40	114	55	49	61	24	30
NM_001180231.1	3513	1768	1406	4450	1970	1835	2364	934	1405	4608	3042	1135	3943	1803	1778	2377	869	1054
NM_001180233.1	460	247	215	579	243	279	313	112	162	647	462	231	585	257	269	340	98	169
NM_001180234.1	227	121	82	265	131	123	184	75	85	364	288	91	366	174	184	189	94	121
NM_001180235.1	154	85	63	189	91	80	86	46	76	293	145	50	229	92	79	102	41	57
NM_001180236.1	76	34	17	78	48	33	43	20	38	70	59	27	95	25	29	41	18	23
NM_001180237.1	36	15	11	46	24	22	9	11	29	41	40	30	36	21	24	23	13	27
NM_001180238.1	492	267	172	573	296	228	361	112	186	480	376	144	463	243	223	222	96	110
NM_001180239.1	149	98	63	175	110	98	123	56	70	216	144	69	190	106	89	113	37	57
NM_001180240.1	105	67	30	163	79	77	99	23	46	180	88	48	132	65	53	92	27	49
NM_001180241.1	62	48	33	116	49	61	42	16	24	140	70	31	121	43	56	52	19	20
NM_001180242.1	4406	2444	1943	5038	2496	2230	2533	1064	1554	8293	6333	2571	7196	3728	3768	4076	1754	2153
NM_001180243.1	30	20	10	45	24	23	13	6	8	29	21	9	38	11	21	19	8	14
NM_001180244.1	7132	3028	4585	10051	3657	5744	5514	1555	4023	11131	6462	2403	7240	3156	4551	5052	1545	2914
NM_001180245.1	17317	9185	6809	21435	10123	8696	11489	4566	6254	20775	15072	5445	17778	8650	8004	10992	4405	5103
NM_001180246.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
NM_001180248.1	644	316	284	781	353	330	401	172	210	825	600	240	755	341	310	432	180	231
NM_001180249.1	269	132	79	347	167	129	170	74	103	440	291	106	397	203	196	212	96	113
NM_001180250.2	722	351	273	892	416	380	482	180	257	1050	658	258	890	396	415	547	194	220
NM_001180251.2	13802	7155	5782	16585	7826	7506	7225	2735	4584	16641	12468	5166	14616	7470	7883	7050	2734	4135
NM_001180252.1	4218	2197	1704	5382	2589	2220	2912	1137	1664	5061	3955	1572	4855	2388	2388	2839	1066	1405
NM_001180253.1	384	229	176	522	241	199	235	85	135	381	253	121	352	174	170	170	77	100
NM_001180254.1	24	19	7	34	12	16	22	11	7	39	25	7	36	14	19	19	9	6
NM_001180255.2	3867	2008	1564	4855	2437	2108	2234	875	1257	6576	4280	1786	5220	2401	2350	3136	1230	1580
NM_001180257.1	42	20	7	57	30	27	23	17	12	44	29	13	38	16	14	23	8	13
NM_001180258.1	384	210	154	510	254	188	235	102	118	583	430	150	504	244	251	256	111	145
NM_001180259.1	41	22	17	54	34	17	29	9	15	62	26	9	48	15	29	27	11	7
NM_001180260.1	51	32	29	80	48	25	44	22	24	83	76	29	65	37	26	38	10	14
NM_001180261.1	604	333	243	717	333	326	361	164	201	434	300	139	397	168	182	225	111	124
NM_001180262.1	168	97	83	248	127	100	146	66	71	247	171	79	231	98	110	136	47	54
NM_001180263.1	157	93	66	247	108	107	138	46	67	225	126	57	206	91	91	108	57	49
NM_001180264.1	12	5	6	12	4	2	3	1	3	21	10	8	15	6	6	7	5	7
NM_001180265.1	419	210	169	471	209	234	237	85	153	375	295	95	368	188	202	217	84	104
NM_001180266.1	35	23	6	43	25	22	22	11	17	32	20	10	35	14	11	8	6	10
NM_001180267.1	186	101	85	214	101	88	92	58	59	238	142	77	181	77	98	92	45	42
NM_001180268.1	1409	833	651	1726	983	775	907	387	526	1399	1216	463	1330	685	608	711	306	393
NM_001180269.1	74	35	36	112	42	42	59	25	37	117	59	23	116	38	38	73	34	33
NM_001180270.1	8	1	2	12	8	5	9	4	2	6	9	5	8	4	11	3	3	3
NM_001180271.1	35	28	2	50	15	12	16	10	11	33	26	7	39	14	9	22	13	8
NM_001180272.1	816	493	330	1167	574	504	612	235	353	1088	878	349	1002	499	462	623	239	317
NM_001180273.1	569	287	252	728	352	279	370	129	216	491	313	130	425	191	200	223	93	112
NM_001180274.1	2	0	0	4	1	3	1	0	2	3	1	1	2	1	0	3	0	1
NM_001180275.1	249	106	112	310	163	116	167	77	88	391	290	138	341	178	182	178	74	93
NM_001180276.1	50	25	23	53	33	28	25	14	21	57	40	10	46	31	26	30	16	14
NM_001180277.1	195	93	60	211	117	77	130	48	63	274	182	57	269	108	96	139	55	64
NM_001180278.1	0	2	1	2	0	1	0	1	0	0	0	0	0	2	0	0	0	1
NM_001180279.1	267	137	128	329	158	130	189	73	100	474	325	105	326	190	156	172	47	94
NM_001180280.1	72	19	41	83	46	41	46	18	33	104	77	39	95	46	49	52	21	28
NM_001180282.1	4	5	2	5	2	6	2	3	0	7	2	2	6	1	7	2	2	0
NM_001180283.1	25	15	19	40	23	18	22	15	7	44	46	17	49	25	21	32	12	16
NM_001180284.1	378	212	138	491	206	172	232	77	110	559	346	122	427	201	187	251	88	119
NM_001180285.1	691	309	265	836	372	389	371	156	237	835	493	220	695	322	291	312	104	158
NM_001180286.1	1440	647	529	1773	736	699	876	295	506	2155	1275	568	1855	755	841	972	311	489
NM_001180287.1	720	300	291	876	375	369	477	159	277	731	474	194	616	267	286	335	112	173
NM_001180289.1	61599	36644	26774	74563	38496	32111	34932	15604	19994	64472	54140	18955	57169	31424	28408	34864	15020	16858
NM_001180290.1	117	44	49	140	74	52	80	30	32	183	127	38	159	74	85	91	41	57
NM_001180291.1	10	14	7	26	13	17	12	8	3	21	23	7	17	10	4	15	7	6
NM_001180292.1	191	145	66	159	128	76	122	42	49	139	132	66	146	84	86	84	33	39
NM_001180293.1	148	76	43	167	75	67	83	25	54	194	147	50	166	71	87	79	35	46
NM_001180294.1	146	84	61	205	98	78	91	35	57	235	141	53	200	107	90	89	38	43
NM_001180295.1	268	176	146	445	172	200	212	84	124	547	322	180	468	232	241	229	83	105
NM_001180296.1	926	446	341	1085	492	384	543	200	305	1368	875	360	1336	550	486	694	259	336
NM_001180297.2	430	199	151	549	241	217	256	131	156	504	315	167	444	200	201	269	91	130
NM_001180298.1	30	18	25	49	22	19	17	6	2	42	51	17	33	37	14	16	14	6
NM_001180299.2	4	1	3	2	0	1	2	0	0	3	1	2	2	2	0	0	0	1
NM_001180300.2	179	110	71	223	105	78	111	46	54	207	129	56	204	84	96	118	46	52
NM_001180301.1	116	69	45	144	62	58	57	13	55	110	86	31	88	33	36	39	18	20
NM_001180303.1	3	1	3	1	3	1	4	0	1	11	6	5	9	3	4	5	4	1
NM_001180304.1	3	4	0	4	1	1	3	2	2	2	8	1	3	4	3	7	1	2
NM_001180305.1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
NM_001180306.1	2	14	7	11	22	5	9	8	2	8	20	7	22	21	7	9	8	2
NM_001180307.1	7	3	0	1	2	1	2	1	4	4	3	0	3	1	0	1	0	0
NM_001180308.1	102	51	42	113	62	52	79	29	28	146	106	51	121	55	59	76	28	28
NM_001180309.1	463	202	197	596	283	260	311	121	208	959	606	230	882	351	391	480	175	235
NM_001180310.1	3403	1918	1528	4413	2156	1857	2077	874	1207	4764	3459	1379	3833	1961	1863	2234	956	1178
NM_001180311.3	85	47	42	112	66	49	58	26	37	100	105	58	136	54	82	79	26	23
NM_001180312.1	49	44	24	46	33	27	50	30	30	73	48	26	57	46	19	39	24	17
NM_001180313.1	137	83	60	167	69	73	89	38	39	179	125	60	165	74	73	81	34	48
NM_001180314.3	298	137	131	418	194	174	198	59	106	447	273	135	381	157	184	218	80	111
NM_001180315.3	166	63	68	211	116	74	147	40	51	222	155	82	212	118	76	106	44	70
NM_001180317.1	7	3	9	10	6	5	7	3	2	7	3	1	8	8	3	6	0	1
NM_001180319.1	3828	2022	1541	5494	2556	2226	2874	1092	1667	6232	4290	1661	5141	2354	2344	2982	1086	1545
NM_001180320.3	43303	25486	17015	51299	26498	20785	23773	9626	12309	41163	34513	11501	40024	20552	17608	21421	8798	9616
NM_001180321.3	89	29	35	118	72	46	56	24	40	122	90	43	105	58	48	52	32	25
NM_001180322.1	50	32	27	88	46	29	53	15	23	113	67	29	62	33	33	35	23	19
NM_001180324.3	86	59	43	120	79	42	70	31	37	124	100	37	138	69	63	51	22	34
NM_001180325.3	397	218	184	505	234	231	225	86	132	534	339	157	416	184	166	228	72	135
NM_001180326.1	4	0	5	10	1	1	0	0	1	3	3	0	1	0	0	5	1	1
