chromosome	gene_id	transcript_id	start	end	utr5_length	cds_length	utr3_length	strand	rep_transcript	modified
NC_001137.3	YEL050C	NM_001178865.3	59639	60881	30	1182	30	-	True	True
NC_001137.3	YEL049W	NM_001178864.1	63697	64120	30	363	30	+	True	True
NC_001137.3	YEL048C	NM_001178863.1	64678	65197	30	459	30	-	True	True
NC_001137.3	YEL047C	NM_001178862.3	65354	66827	30	1413	30	-	True	True
NC_001137.3	YEL046C	NM_001178861.1	67598	68822	30	1164	30	-	True	True
NC_001137.3	YEL044W	NM_001178859.1	69726	70287	30	501	30	+	True	True
NC_001137.3	YEL043W	NM_001178858.3	70447	73378	30	2871	30	+	True	True
NC_001137.3	YEL042W	NM_001178857.1	73740	75357	30	1557	30	+	True	True
NC_001137.3	YEL041W	NM_001178856.1	75913	77461	30	1488	30	+	True	True
NC_001137.3	YEL040W	NM_001178855.3	78022	79486	30	1404	30	+	True	True
NC_001137.3	YEL039C	NM_001178854.1	79605	80007	30	342	30	-	True	True
NC_001137.3	YEL038W	NM_001178853.1	80431	81175	30	684	30	+	True	True
NC_001137.3	YEL037C	NM_001178852.3	81376	82633	30	1197	30	-	True	True
NC_001137.3	YEL036C	NM_001178851.1	83019	84582	30	1503	30	-	True	True
NC_001137.3	YEL035C	NM_001178850.1	85014	85575	30	501	30	-	True	True
NC_001137.3	YEL034W	NM_001178849.3	85645	86179	30	474	30	+	True	True
NC_001137.3	YEL033W	NM_001178848.1	86148	86628	30	420	30	+	True	True
NC_001137.3	YEL032W	NM_001178847.1	86906	89882	30	2916	30	+	True	True
NC_001137.3	YEL031W	NM_001178846.3	90227	93935	30	3648	30	+	True	True
NC_001137.3	YEL030W	NM_001178845.1	94613	96608	30	1935	30	+	True	True
NC_001137.3	YEL029C	NM_001178844.1	96827	97826	30	939	30	-	True	True
NC_001137.3	YEL028W	NM_001348820.1	98637	99159	30	462	30	+	True	True
NC_001137.3	YEL027W	NM_001178842.3	100738	101281	30	483	30	+	True	True
NC_001137.3	YEL026W	NM_001178841.1	101912	102353	30	381	30	+	True	True
NC_001137.3	YEL025C	NM_001178840.1	102550	106177	30	3567	30	-	True	True
NC_001137.3	YEL024W	NM_001178839.3	107229	107937	30	648	30	+	True	True
NC_001137.3	YEL023C	NM_001178838.1	108473	110582	30	2049	30	-	True	True
NC_001137.3	YEL022W	NM_001178837.1	111390	115830	30	4380	30	+	True	True
NC_001137.3	YEL021W	NM_001178836.3	116136	117000	30	804	30	+	True	True
NC_001137.3	YEL020W-A	NM_001184349.1	117180	117504	30	264	30	+	True	True
NC_001137.3	YEL020C	NM_001178835.1	118586	120329	30	1683	30	-	True	True
NC_001137.3	YEL019C	NM_001178834.3	120467	121331	30	804	30	-	True	True
NC_001137.3	YEL018W	NM_001178833.1	121440	122340	30	840	30	+	True	True
NC_001137.3	YEL017C-A	NM_001180029.1	122767	122959	30	132	30	-	True	True
NC_001137.3	YEL017W	NM_001178832.3	123626	124700	30	1014	30	+	True	True
NC_001137.3	YEL016C	NM_001178831.1	124706	126248	30	1482	30	-	True	True
NC_001137.3	YEL015W	NM_001178830.1	126598	128314	30	1656	30	+	True	True
NC_001137.3	YEL014C	NM_001348821.1	128272	128638	30	306	30	-	True	True
NC_001137.3	YEL013W	NM_001178828.3	128794	130591	30	1737	30	+	True	True
NC_001137.3	YEL012W	NM_001178827.1	131741	132581	30	657	30	+	True	True
NC_001137.3	YEL011W	NM_001178826.1	133089	135264	30	2115	30	+	True	True
NC_001137.3	YEL009C-A	NM_001348822.1	136340	136808	30	408	30	-	True	True
NC_001137.3	YEL009C	NM_001178824.3	138887	139793	30	846	30	-	True	True
NC_001137.3	YEL008W	NM_001348823.1	140481	140922	30	381	30	+	True	True
NC_001137.3	YEL007W	NM_001178822.1	141861	143922	30	2001	30	+	True	True
NC_001137.3	YEL006W	NM_001178821.1	144296	145364	30	1008	30	+	True	True
NC_001137.3	YEL005C	NM_001178820.3	145876	146785	30	849	30	-	True	True
NC_001137.3	YEL004W	NM_001178819.1	146920	148009	30	1029	30	+	True	True
NC_001137.3	YEL003W	NM_001178818.1	148145	148629	30	336	30	+	True	True
NC_001137.3	YEL002C	NM_001178817.3	148691	150044	30	1293	30	-	True	True
NC_001137.3	YEL001C	NM_001178816.1	150270	151008	30	678	30	-	True	True
NC_001137.3	YER001W	NM_001178892.1	153489	155838	30	2289	30	+	True	True
NC_001137.3	YER002W	NM_001178893.3	156772	157528	30	696	30	+	True	True
NC_001137.3	YER003C	NM_001178894.1	157705	159148	30	1290	30	-	True	True
NC_001137.3	YER004W	NM_001178895.1	159549	160305	30	696	30	+	True	True
NC_001137.3	YER005W	NM_001178896.3	160519	162472	30	1893	30	+	True	True
NC_001137.3	YER006W	NM_001178897.1	162692	164315	30	1563	30	+	True	True
NC_001137.3	YER007W	NM_001178898.1	164496	166113	30	1557	30	+	True	True
NC_001137.3	YER007C-A	NM_001180857.3	166206	166915	30	546	30	-	True	True
NC_001137.3	YER008C	NM_001178899.1	167777	171848	30	4011	30	-	True	True
NC_001137.3	YER009W	NM_001178900.1	172084	172522	30	378	30	+	True	True
NC_001137.3	YER010C	NM_001178901.3	172603	173368	30	705	30	-	True	True
NC_001137.3	YER011W	NM_001178902.1	175217	176042	30	765	30	+	True	True
NC_001137.3	YER012W	NM_001178903.1	177804	178461	30	597	30	+	True	True
NC_001137.3	YER013W	NM_001178904.3	178810	182308	30	3438	30	+	True	True
NC_001137.3	YER014W	NM_001178905.1	182569	184249	30	1620	30	+	True	True
NC_001137.3	YER014C-A	NM_001184456.1	183700	184730	30	462	30	-	True	True
NC_001137.3	YER015W	NM_001178906.3	184510	186805	30	2235	30	+	True	True
NC_001137.3	YER016W	NM_001178907.1	188246	189341	30	1035	30	+	True	True
NC_001137.3	YER017C	NM_001178908.1	189472	191818	30	2286	30	-	True	True
NC_001137.3	YER018C	NM_001178909.3	191928	192654	30	666	30	-	True	True
NC_001137.3	YER019W	NM_001178910.1	192766	194260	30	1434	30	+	True	True
NC_001137.3	YER019C-A	NM_001180031.1	194242	194569	30	267	30	-	True	True
NC_001137.3	YER020W	NM_001178911.3	195137	196547	30	1350	30	+	True	True
NC_001137.3	YER021W	NM_001178912.1	196917	198549	30	1572	30	+	True	True
NC_001137.3	YER022W	NM_001178913.1	198781	200905	30	2064	30	+	True	True
NC_001137.3	YER023W	NM_001178914.3	201045	201966	30	861	30	+	True	True
NC_001137.3	YER024W	NM_001178915.1	202161	204993	30	2772	30	+	True	True
NC_001137.3	YER025W	NM_001178916.1	205220	206864	30	1584	30	+	True	True
NC_001137.3	YER026C	NM_001178917.3	207613	208504	30	831	30	-	True	True
NC_001137.3	YER027C	NM_001178918.1	208948	210262	30	1254	30	-	True	True
NC_001137.3	YER028C	NM_001178919.1	210661	211906	30	1185	30	-	True	True
NC_001137.3	YER029C	NM_001178920.3	212556	213207	30	591	30	-	True	True
NC_001137.3	YER030W	NM_001178921.1	213406	213928	30	462	30	+	True	True
NC_001137.3	YER031C	NM_001178922.1	214045	214777	30	672	30	-	True	True
NC_001137.3	YER032W	NM_001178923.3	215032	217723	30	2631	30	+	True	True
NC_001137.3	YER033C	NM_001178924.1	218026	221317	30	3231	30	-	True	True
NC_001137.3	YER034W	NM_001178925.1	221815	222433	30	558	30	+	True	True
NC_001137.3	YER035W	NM_001178926.3	222608	223106	30	438	30	+	True	True
NC_001137.3	YER036C	NM_001178927.1	223336	225229	30	1833	30	-	True	True
NC_001137.3	YER037W	NM_001178928.1	225858	226884	30	966	30	+	True	True
NC_001137.3	YER038C	NM_001178929.3	226827	228282	30	1395	30	-	True	True
NC_001137.3	YER038W-A	NM_001301348.1	228420	228861	30	381	30	+	True	True
NC_001137.3	YER039C	NM_001178930.1	228425	229235	30	750	30	-	True	True
NC_001137.3	YER039C-A	NM_001184319.1	229232	229511	30	219	30	-	True	True
NC_001137.3	YER040W	NM_001178931.3	229764	232017	30	2193	30	+	True	True
NC_001137.3	YER041W	NM_001178932.2	232430	234770	30	2280	30	+	True	True
NC_001137.3	YER042W	NM_001178933.1	234906	235521	30	555	30	+	True	True
NC_001137.3	YER043C	NM_001178934.3	235739	237149	30	1350	30	-	True	True
NC_001137.3	YER044C	NM_001178935.1	237539	238046	30	447	30	-	True	True
NC_001137.3	YER044C-A	NM_001180023.1	238429	239804	30	1227	30	-	True	True
NC_001137.3	YER045C	NM_001178936.3	240001	241531	30	1470	30	-	True	True
NC_001137.3	YER046W	NM_001178937.1	243149	243641	30	432	30	+	True	True
NC_001137.3	YER047C	NM_001178938.1	243779	246533	30	2694	30	-	True	True
NC_001137.3	YER048C	NM_001178939.3	246951	248187	30	1176	30	-	True	True
NC_001137.3	YER048W-A	NM_001184330.1	250687	251032	30	285	30	+	True	True
NC_001137.3	YER049W	NM_001178940.1	251697	253692	30	1935	30	+	True	True
NC_001137.3	YER050C	NM_001178941.3	253940	254417	30	417	30	-	True	True
NC_001137.3	YER051W	NM_001178942.1	254625	256164	30	1479	30	+	True	True
NC_001137.3	YER052C	NM_001178943.1	256344	257988	30	1584	30	-	True	True
NC_001137.3	YER053C	NM_001178944.3	258706	259669	30	903	30	-	True	True
NC_001137.3	YER053C-A	NM_001184444.1	260902	261076	30	114	30	-	True	True
NC_001137.3	YER054C	NM_001178945.1	262021	263728	30	1647	30	-	True	True
NC_001137.3	YER055C	NM_001178946.3	264861	265815	30	894	30	-	True	True
NC_001137.3	YER056C	NM_001178947.1	266481	268143	30	1602	30	-	True	True
NC_001137.3	YER056C-A	NM_001180036.1	269392	270215	30	366	30	-	True	True
NC_001137.3	YER057C	NM_001178948.3	270706	271156	30	390	30	-	True	True
NC_001137.3	YER058W	NM_001178949.1	271737	272121	30	324	30	+	True	True
NC_001137.3	YER059W	NM_001178950.1	272593	273916	30	1263	30	+	True	True
NC_001137.3	YER060W	NM_001178951.3	274536	276183	30	1587	30	+	True	True
NC_001137.3	YER060W-A	NM_001180858.1	276541	278194	30	1593	30	+	True	True
NC_001137.3	YER061C	NM_001178952.2	278267	279656	30	1329	30	-	True	True
NC_001137.3	YER062C	NM_001178953.3	279899	280712	30	753	30	-	True	True
NC_001137.3	YER063W	NM_001178954.1	281679	282396	30	657	30	+	True	True
NC_001137.3	YER064C	NM_001178955.1	282674	284252	30	1518	30	-	True	True
NC_001137.3	YER065C	NM_001178956.3	285210	286944	30	1674	30	-	True	True
NC_001137.3	YER066W	NM_001178957.1	290211	290829	30	558	30	+	True	True
NC_001137.3	YER067W	NM_001178958.1	292035	292581	30	486	30	+	True	True
NC_001137.3	YER068W	NM_001178959.3	293019	294843	30	1764	30	+	True	True
NC_001137.3	YER069W	NM_001178960.1	295379	298031	30	2592	30	+	True	True
NC_001137.3	YER070W	NM_001178961.1	298919	301646	30	2667	30	+	True	True
NC_001137.3	YER071C	NM_001178962.3	301916	302357	30	381	30	-	True	True
NC_001137.3	YER072W	NM_001178963.1	302775	303225	30	390	30	+	True	True
NC_001137.3	YER073W	NM_001178964.2	303999	305622	30	1563	30	+	True	True
NC_001137.3	YER074W	NM_001178965.3	306292	307226	30	408	30	+	True	True
NC_001137.3	YER074W-A	NM_001184512.1	307622	308153	30	258	30	+	True	True
NC_001137.3	YER075C	NM_001178966.2	308382	311229	30	2787	30	-	True	True
NC_001137.3	YER076C	NM_001178967.3	312559	313528	30	909	30	-	True	True
NC_001137.3	YER077C	NM_001178968.1	314503	316630	30	2067	30	-	True	True
NC_001137.3	YER078C	NM_001178969.1	316776	318372	30	1536	30	-	True	True
NC_001137.3	YER078W-A	NM_001184548.3	318615	318840	30	165	30	+	True	True
NC_001137.3	YER079W	NM_001178970.1	318889	319582	30	633	30	+	True	True
NC_001137.3	YER080W	NM_001178971.1	319932	321876	30	1884	30	+	True	True
NC_001137.3	YER081W	NM_001178972.3	322655	324125	30	1410	30	+	True	True
NC_001137.3	YER082C	NM_001178973.1	324241	325966	30	1665	30	-	True	True
NC_001137.3	YER083C	NM_001178974.1	326143	327061	30	858	30	-	True	True
NC_001137.3	YER084W	NM_001270744.1	327034	327481	30	387	30	+	True	True
NC_001137.3	YER085C	NM_001178976.3	327588	328170	30	522	30	-	True	True
NC_001137.3	YER086W	NM_001178977.1	328446	330237	30	1731	30	+	True	True
NC_001137.3	YER087W	NM_001178978.1	330545	332336	30	1731	30	+	True	True
NC_001137.3	YER087C-B	NM_001180032.3	332551	332860	30	249	30	-	True	True
NC_001137.3	YER088C	NM_001178979.3	333145	335218	30	2013	30	-	True	True
NC_001137.3	YER089C	NM_001178980.1	335915	337370	30	1395	30	-	True	True
NC_001137.3	YER090W	NM_001178981.1	337918	339502	30	1524	30	+	True	True
NC_001137.3	YER091C	NM_001178982.3	339833	342197	30	2304	30	-	True	True
NC_001137.3	YER092W	NM_001178983.3	342824	343262	30	378	30	+	True	True
NC_001137.3	YER093C	NM_001178984.1	343289	347642	30	4293	30	-	True	True
NC_001137.3	YER093C-A	NM_001180860.1	347881	348430	30	414	30	-	True	True
NC_001137.3	YER094C	NM_001178985.3	348698	349376	30	618	30	-	True	True
NC_001137.3	YER095W	NM_001178986.3	349949	351212	30	1203	30	+	True	True
NC_001137.3	YER096W	NM_001178987.1	351667	353266	30	1539	30	+	True	True
NC_001137.3	YER098W	NM_001178989.1	355435	357760	30	2265	30	+	True	True
NC_001137.3	YER099C	NM_001178990.3	358074	359091	30	957	30	-	True	True
NC_001137.3	YER100W	NM_001178991.3	359531	360344	30	753	30	+	True	True
NC_001137.3	YER101C	NM_001178992.1	360471	361824	30	1293	30	-	True	True
NC_001137.3	YER102W	NM_001178993.1	363069	363732	30	603	30	+	True	True
NC_001137.3	YER103W	NM_001178994.3	364558	366547	30	1929	30	+	True	True
NC_001137.3	YER104W	NM_001178995.3	366771	367458	30	627	30	+	True	True
NC_001137.3	YER105C	NM_001178996.1	367807	372043	30	4176	30	-	True	True
NC_001137.3	YER106W	NM_001178997.1	372295	373264	30	909	30	+	True	True
NC_001137.3	YER107C	NM_001178998.3	373417	374575	30	1098	30	-	True	True
NC_001137.3	YER109C	YER109C	375184	377644	30	2400	30	-	True	True
NC_001137.3	YER110C	NM_001179000.1	378731	382133	30	3342	30	-	True	True
NC_001137.3	YER111C	NM_001179001.1	382564	385906	30	3282	30	-	True	True
NC_001137.3	YER112W	NM_001179002.3	387201	387825	30	564	30	+	True	True
NC_001137.3	YER113C	NM_001179003.3	387901	390082	30	2121	30	-	True	True
NC_001137.3	YER114C	NM_001179004.1	390559	393742	30	3123	30	-	True	True
NC_001137.3	YER115C	NM_001179005.1	394261	394897	30	576	30	-	True	True
NC_001137.3	YER116C	NM_001179006.3	395317	396202	30	825	30	-	True	True
NC_001137.3	YER117W	NM_001179007.3	396738	397683	30	414	30	+	True	True
NC_001137.3	YER118C	NM_001179008.1	397921	399085	30	1104	30	-	True	True
NC_001137.3	YER119C	NM_001179009.1	399465	400872	30	1347	30	-	True	True
NC_001137.3	YER120W	NM_001179010.3	401104	401899	30	735	30	+	True	True
NC_001137.3	YER121W	NM_001179011.3	402344	402749	30	345	30	+	True	True
NC_001137.3	YER122C	NM_001179012.1	402840	404382	30	1482	30	-	True	True
NC_001137.3	YER123W	NM_001179013.1	404782	406417	30	1575	30	+	True	True
NC_001137.3	YER124C	NM_001179014.3	407311	409093	30	1722	30	-	True	True
NC_001137.3	YER125W	NM_001179015.3	410158	412648	30	2430	30	+	True	True
NC_001137.3	YER126C	NM_001179016.1	413363	414209	30	786	30	-	True	True
NC_001137.3	YER127W	NM_001179017.1	414450	415584	30	1074	30	+	True	True
NC_001137.3	YER128W	NM_001179018.3	415828	416500	30	612	30	+	True	True
NC_001137.3	YER129W	NM_001179019.3	417250	420739	30	3429	30	+	True	True
NC_001137.3	YER130C	NM_001179020.1	421084	422476	30	1332	30	-	True	True
NC_001137.3	YER131W	NM_001179021.1	423921	424341	30	360	30	+	True	True
NC_001137.3	YER132C	NM_001179022.3	425157	430479	30	5262	30	-	True	True
NC_001137.3	YER133W	NM_001179023.3	432464	433988	30	939	30	+	True	True
NC_001137.3	YER134C	NM_001179024.1	437236	437833	30	537	30	-	True	True
NC_001137.3	YER135C	NM_001348826.1	437921	438374	30	393	30	-	True	True
NC_001137.3	YER136W	NM_001179026.1	439585	441001	30	1356	30	+	True	True
NC_001137.3	YER137C	NM_001179027.3	441342	441849	30	447	30	-	True	True
NC_001137.3	YER138C	NM_001179028.4	443725	449054	30	5268	30	-	True	True
NC_001137.3	YER137C-A	NM_001184428.1	447671	449054	30	1323	30	-	True	True
NC_001137.3	YER138W-A	NM_001184332.1	449443	449608	30	105	30	+	True	True
NC_001137.3	YER139C	NM_001179029.3	450532	451273	30	681	30	-	True	True
NC_001137.3	YER140W	NM_001179030.3	451534	453265	30	1671	30	+	True	True
NC_001137.3	YER141W	NM_001179031.1	453428	454949	30	1461	30	+	True	True
NC_001137.3	YER142C	NM_001179032.1	455115	456066	30	891	30	-	True	True
NC_001137.3	YER143W	NM_001179033.3	456288	457635	30	1287	30	+	True	True
NC_001137.3	YER144C	NM_001179034.3	457775	460253	30	2418	30	-	True	True
NC_001137.3	YER145C	NM_001179035.1	460495	461770	30	1215	30	-	True	True
NC_001137.3	YER145C-A	NM_001348827.1	462355	462853	30	438	30	-	True	True
NC_001137.3	YER146W	NM_001179036.1	462554	462896	30	282	30	+	True	True
NC_001137.3	YER147C	NM_001179037.3	462937	464872	30	1875	30	-	True	True
NC_001137.3	YER148W	NM_001179038.3	465272	466055	30	723	30	+	True	True
NC_001137.3	YER149C	NM_001179039.1	466177	467500	30	1263	30	-	True	True
NC_001137.3	YER150W	NM_001179040.1	468339	468846	30	447	30	+	True	True
NC_001137.3	YER151C	NM_001179041.3	469655	472454	30	2739	30	-	True	True
NC_001137.3	YER152C	NM_001179042.3	472626	474018	30	1332	30	-	True	True
NC_001137.3	YER153C	NM_001179043.1	474010	474835	30	765	30	-	True	True
NC_001137.3	YER154W	NM_001179044.1	474989	476258	30	1209	30	+	True	True
NC_001137.3	YER155C	NM_001179045.3	476314	482878	30	6504	30	-	True	True
NC_001137.3	YER156C	NM_001179046.3	483294	484371	30	1017	30	-	True	True
NC_001137.3	YER157W	NM_001179047.1	484757	487223	30	2406	30	+	True	True
NC_001137.3	YER158C	NM_001179048.1	488826	490608	30	1722	30	-	True	True
NC_001137.3	YER159C	NM_001179049.3	491499	491988	30	429	30	-	True	True
NC_001137.3	YER160C	NM_001179050.4	492825	498154	30	5268	30	-	True	True
NC_001137.3	YER159C-A	NM_001184429.1	496771	498154	30	1323	30	-	True	True
NC_001137.3	YER161C	NM_001179051.1	499316	500378	30	1002	30	-	True	True
NC_001137.3	YER162C	NM_001179052.4	500599	502924	30	2265	30	-	True	True
NC_001137.3	YER163C	NM_001179053.3	503053	503812	30	699	30	-	True	True
NC_001137.3	YER164W	NM_001179054.1	505361	509828	30	4407	30	+	True	True
NC_001137.3	YER165W	NM_001179055.1	510342	512136	30	1734	30	+	True	True
NC_001137.3	YER166W	NM_001179056.3	512713	517489	30	4716	30	+	True	True
NC_001137.3	YER167W	NM_001179057.3	518185	520801	30	2556	30	+	True	True
NC_001137.3	YER168C	NM_001179058.1	520998	522699	30	1641	30	-	True	True
NC_001137.3	YER169W	NM_001179059.1	523338	525789	30	2391	30	+	True	True
NC_001137.3	YER170W	NM_001179060.3	525943	526681	30	678	30	+	True	True
NC_001137.3	YER171W	NM_001179061.3	527051	529448	30	2337	30	+	True	True
NC_001137.3	YER172C	NM_001179062.1	529499	536051	30	6492	30	-	True	True
NC_001137.3	YER173W	NM_001179063.1	536269	538309	30	1980	30	+	True	True
NC_001137.3	YER174C	NM_001179064.3	538403	539198	30	735	30	-	True	True
NC_001137.3	YER175C	NM_001179065.3	539433	540393	30	900	30	-	True	True
NC_001137.3	YER175W-A	NM_001184589.1	540619	540844	30	165	30	+	True	True
NC_001137.3	YER176W	NM_001179066.1	541659	545085	30	3366	30	+	True	True
NC_001137.3	YER177W	NM_001179067.3	545580	546444	30	804	30	+	True	True
NC_001137.3	YER178W	NM_001179068.3	546786	548109	30	1263	30	+	True	True
NC_001137.3	YER179W	NM_001179069.1	548390	549547	30	1005	30	+	True	True
NC_001137.3	YER180C	NM_001179070.1	549693	550557	30	804	30	-	True	True
NC_001137.3	YER180C-A	NM_001184517.3	550834	551152	30	258	30	-	True	True
NC_001137.3	YER181C	NM_001348828.1	551442	551826	30	324	30	-	True	True
NC_001137.3	YER182W	NM_001179072.3	552494	553289	30	735	30	+	True	True
NC_001137.3	YER183C	NM_001179073.1	553303	553999	30	636	30	-	True	True
NC_001137.3	YER184C	NM_001179074.1	556265	558710	30	2385	30	-	True	True
NC_001137.3	YER185W	NM_001179075.3	559423	560395	30	912	30	+	True	True
NC_001137.3	YER186C	NM_001179076.3	561674	562655	30	921	30	-	True	True
NC_001137.3	YER187W	NM_001179077.1	566199	566685	30	426	30	+	True	True
NC_001137.3	YER188W	NM_001348829.1	568009	568789	30	720	30	+	True	True
NC_001137.3	YER188C-A	NM_001184633.1	569577	569937	30	300	30	-	True	True
NC_001137.3	YER189W	NM_001179079.3	571124	571553	30	369	30	+	True	True
NC_001137.3	YER190W	NM_001179080.3	571449	576555	30	5046	30	+	True	True
NC_001137.3	YER190C-B	NM_001184590.1	575649	576192	30	483	30	-	True	True
NC_001138.5	YFL068W	NM_001179899.1	22	565	30	483	30	+	True	True
NC_001138.5	YFL067W	NM_001179900.1	805	1393	30	528	30	+	True	True
NC_001138.5	YFL066C	NM_001179901.1	1406	2645	30	1179	30	-	True	True
NC_001138.5	YFL065C	NM_001179902.1	2999	3368	30	309	30	-	True	True
NC_001138.5	YFL064C	NM_001179903.1	3291	3876	30	525	30	-	True	True
NC_001138.5	YFL062W	NM_001179905.1	6395	7595	30	1140	30	+	True	True
NC_001138.5	YFL061W	NM_001179906.1	9514	10252	30	678	30	+	True	True
NC_001138.5	YFL060C	NM_001179907.1	10270	10999	30	669	30	-	True	True
NC_001138.5	YFL059W	NM_001179908.1	11332	12289	30	897	30	+	True	True
NC_001138.5	YFL058W	NM_001179909.1	12898	13981	30	1023	30	+	True	True
NC_001138.5	YFL055W	NM_001179912.1	16973	18710	30	1677	30	+	True	True
NC_001138.5	YFL054C	NM_001179913.1	20816	22817	30	1941	30	-	True	True
NC_001138.5	YFL053W	NM_001179914.1	23392	25228	30	1776	30	+	True	True
NC_001138.5	YFL052W	NM_001179915.1	28201	29659	30	1398	30	+	True	True
NC_001138.5	YFL051C	NM_001179916.1	30027	30570	30	483	30	-	True	True
NC_001138.5	YFL050C	NM_001179917.1	33241	35878	30	2577	30	-	True	True
NC_001138.5	YFL049W	NM_001179918.1	36772	38704	30	1872	30	+	True	True
NC_001138.5	YFL048C	NM_001179919.1	38812	40210	30	1338	30	-	True	True
NC_001138.5	YFL047W	NM_001179920.1	40390	42595	30	2145	30	+	True	True
NC_001138.5	YFL046W	NM_001179921.1	42784	43468	30	624	30	+	True	True
NC_001138.5	YFL045C	NM_001179922.1	43597	44422	30	765	30	-	True	True
NC_001138.5	YFL044C	NM_001179923.1	44624	45590	30	906	30	-	True	True
NC_001138.5	YFL042C	NM_001179924.1	45689	47774	30	2025	30	-	True	True
NC_001138.5	YFL041W-A	NM_001184549.1	48703	48955	30	192	30	+	True	True
NC_001138.5	YFL041W	NM_001179925.1	49108	51037	30	1869	30	+	True	True
NC_001138.5	YFL040W	NM_001179926.1	51319	53002	30	1623	30	+	True	True
NC_001138.5	YFL039C	NM_001179927.1	53229	54726	30	1128	30	-	True	True
NC_001138.5	YFL038C	NM_001179928.1	55335	56016	30	621	30	-	True	True
NC_001138.5	YFL037W	NM_001179929.1	56305	57739	30	1374	30	+	True	True
NC_001138.5	YFL036W	NM_001179930.1	58751	62867	30	4056	30	+	True	True
NC_001138.5	YFL034C-B	NM_001179931.1	62985	64023	30	864	30	-	True	True
NC_001138.5	YFL034C-A	NM_001184310.1	64212	64962	30	369	30	-	True	True
NC_001138.5	YFL034W	NM_001179932.2	65446	68728	30	3222	30	+	True	True
NC_001138.5	YFL033C	NM_001179933.1	69084	74457	30	5313	30	-	True	True
NC_001138.5	YFL031W	NM_001179935.1	75148	76177	30	717	30	+	True	True
NC_001138.5	YFL030W	NM_001179936.1	76800	78018	30	1158	30	+	True	True
NC_001138.5	YFL029C	NM_001179937.1	78024	79191	30	1107	30	-	True	True
