transcript_id	m_GR_in_01d_1.isoforms.results	m_GR_in_01d_2.isoforms.results	m_GR_in_01d_3.isoforms.results	m_GR_un_01d_1.isoforms.results	m_GR_un_01d_2.isoforms.results	m_GR_un_01d_3.isoforms.results	m_GR_in_02d_1.isoforms.results	m_GR_in_02d_2.isoforms.results	m_GR_in_02d_3.isoforms.results	m_GR_un_02d_1.isoforms.results	m_GR_un_02d_2.isoforms.results	m_GR_un_02d_3.isoforms.results	m_GR_in_04d_1.isoforms.results	m_GR_in_04d_2.isoforms.results	m_GR_in_04d_3.isoforms.results	m_GR_un_04d_1.isoforms.results	m_GR_un_04d_2.isoforms.results	m_GR_un_04d_3.isoforms.results	m_GR_in_07d_1.isoforms.results	m_GR_in_07d_2.isoforms.results	m_GR_in_07d_3.isoforms.results	m_GR_un_07d_1.isoforms.results	m_GR_un_07d_2.isoforms.results	m_GR_un_07d_3.isoforms.results	m_GR_in_10d_1.isoforms.results	m_GR_in_10d_2.isoforms.results	m_GR_in_10d_3.isoforms.results	m_GR_un_10d_1.isoforms.results	m_GR_un_10d_2.isoforms.results	m_GR_un_10d_3.isoforms.results	m_GR_in_15d_1.isoforms.results	m_GR_in_15d_2.isoforms.results	m_GR_in_15d_3.isoforms.results	m_GR_un_15d_1.isoforms.results	m_GR_un_15d_2.isoforms.results	m_GR_un_15d_3.isoforms.results	m_GR_in_20d_1.isoforms.results	m_GR_in_20d_2.isoforms.results	m_GR_in_20d_3.isoforms.results	m_GR_un_20d_1.isoforms.results	m_GR_un_20d_2.isoforms.results	m_GR_un_20d_3.isoforms.results	m_GR_in_25d_1.isoforms.results	m_GR_in_25d_2.isoforms.results	m_GR_in_25d_3.isoforms.results	m_GR_un_25d_1.isoforms.results	m_GR_un_25d_2.isoforms.results	m_GR_un_25d_3.isoforms.results
NM_001348717.1	84.33	168.48	137.43	80.96	78.52	89.65	29.08	37.25	64.03	40.15	37.93	50.04	57	30.17	91.01	41.87	82.12	43.09	48.91	39.7	8.71	50.87	36.96	25.25	96.83	104.39	315.01	31.73	16.19	36.99	113.08	77.36	95.74	34.79	50.51	30.19	21.19	43.56	96.38	34.08	17.6	29.06	69.67	69.46	108.16	36.23	34.73	40.29
NM_001349034.1	441.43	2020.63	1953.42	1509.45	1318.16	1310.32	601.29	795.77	1050.63	804.05	1103.04	783.38	1204.28	955.04	2420.82	1098.72	766.58	1178.83	1863.15	2417.87	1059.18	2436.93	1490.19	2057.91	620.05	867.12	2890.54	2069.28	2481.45	3532.8	388.4	156	225.55	945.67	691.42	1075.57	162.2	322	450.12	2549.88	2476.33	1842.13	789.45	1006.2	540.53	3389.24	2822.29	3329.86
NM_001349231.1	78	335	398	368	564.51	1528.72	59	85.88	201	130	177	182	223	207	331.86	737.6	869	1018.75	302	338.65	123	397	328	378	1103.31	1047.54	2553.33	2535.89	3119.55	3071.38	1446	1043	1676	71	106	99	296.84	253.45	243.1	179	135	132	58	55	136	49	56.87	38
NM_001349545.1	348.89	594.59	702.82	540.91	394.14	350.74	261	364.76	575.24	409.24	555.21	525	318.26	314.57	400	329.49	287.7	410.25	129	145	67	174	143.28	164.3	1357.28	1271	3537.68	166	189	203	958	377	520	494.69	702.7	790	579.56	613.04	815.81	655.63	986	612.76	102	59	101	387	292	361.87
NM_001349567.1	344	464	330	596	437	379	210	329.96	369.94	249	372	317	350	380	379	200	185	191	174	217	81	304	253	256	36	36	48	148	154	128	18	16	30	509	978	792	1	1	7	361	443	432	16	10	23	336	331	332
NM_001349571.1	123.4	190.48	168	216	149	174	19	58	86	45	100.43	76	102.47	107.48	171	115	68	96	59	67	44	62	83	56	191.53	204	601	73	87	71	238	115	201	44	64	75	75.95	92	149	48	54	37	148.04	130	184	54	58	46
NM_001349645.1	146.69	276.52	253.01	315.56	179.39	245.55	91.82	93.86	131	110.52	157	141	84.12	100.35	171.35	117.32	114	132	129	138.95	49	155.73	109	116.76	111	142.75	292	75.93	89.12	95.87	181	114	160	236	321	341	22.86	22.9	31	284	304.81	226.56	82.7	95	141	134	146.81	149.57
NM_001349678.1	303.73	506	601	490.74	306	421	141	246	375	279	404	356	208	135	316	220.74	209	232	77	96	46	146	130	103	103	131	380	65	63.29	67	52	15	46	63	75	86	23	29	57	112	137	74	98	67	84	117	107	113
NM_001349680.1	9	10	14	15	3	11	4	6	9	6	9	8	11	15	18	8	6	3	8	9	3	10	6	16	3	1	10	2	0	0	23	21	37	117	116	99	4	4	13	7	23	3	7	12	6	16	10	9
NM_001349684.1	40	55	44	34	28	34	7	12	23	14	21	25	28	20	44	17	14	20	30	41	9	49	37	28	17	28	88	23	25	14	39	27	18	12	18	29	8	15	23	27	41	19	20	11	30	18	24	30
NM_001349703.1	9	4	6	9	4	6	4	7	5	7	2	4	8	6.04	15	3	5	6	7	2	3	6	13	6	3	3	4	6	1	5	19	31	15	35	38	59	2	1	2	9	14	15	28	26	40	7	4	13
NM_001349720.1	155	228	185	183	155	138	174	176	218	165	295	251	111	115	135	99	108	110	201	157	74	207	198	206	571	634	1563	45	54	47	1574.93	1517	2363	677	1124	857	309	297	386	69	103	75.88	281	263	670	148	150	164
NM_001349782.1	71.77	99	89.95	112.81	70.77	86.56	24.39	33.4	39	42.65	44.46	39.43	58.48	53.99	73	63.94	45.43	39	36	34.4	15	48.4	36	35.79	42.08	55	115.3	47.76	51.39	43	37	30.24	47	42	48	64.59	21.63	13.28	21.24	12.37	38	26.05	16	16	28.39	23.28	26	20.71
NM_001349789.1	27.43	19.48	25.84	4.37	6.13	0	0	13.53	17.2	0	12.66	0	19.85	7.31	20.92	7.42	15.64	12.39	10.28	10.95	10.98	5.02	5.87	6.77	9.8	9.4	38.21	0	0	0	14.07	11.39	9.44	0	22.63	0	6.36	0	0	3.97	12.75	10.14	5.3	0	0	0	0	10.8
NM_001349825.1	102	174	152	141	128	121	33	45	71	50	61	63	80	98.52	79	70	66	91	32	62	19	73	67	71	91	96	251	140	132	108	72	63	131	60	107	49	46	39	48	44	66	43	20	9	45	38	35	35
NM_001349909.1	335.45	475.49	483.13	404.14	260.54	368.79	150	227	299	200	304.09	250	210.13	159.43	245.85	205.59	198	272.71	150	186.12	68.82	214.21	241	213.45	68.62	90	316.86	110.36	143	173.4	84.94	46	82	329.45	588.49	470.48	37.78	15.39	55.32	577.85	531.43	417.6	67	50.29	119.11	218.61	222	259
NM_001350052.1	45	58	49	53	35	28	34	41	71	38	41	38	24	17	24	21	32	40	19	19	2	16	37	20	51	51	182	24	13	14	145	99	136	33	86	94	31	25	54	27	49	37	45	46	76	21	25	22
NM_001350053.1	21	67.32	71	50	36	49	10	16	27	12	25	34	13	2	17	11	18	15	6	7	4	17	7	11	0	1	7	4	2	4	0	0	0	18	37	48	0	0	0	13	35	5	0	0	0	10	10	17
NM_001350060.1	0	0	13.76	4.89	0	4.48	0	0	7.19	6.34	14.22	0	0	3.28	16.83	0	4.31	0	2.53	12.28	3.83	14.88	0	11.85	13.95	0	23.09	12.28	0	7.04	2.3	2.97	2.24	10.5	1.97	8.96	0	0	4.13	14.05	4.8	0	6.13	5.21	9.6	20.89	0	0
NM_001352673.1	107.12	66.45	78.45	61.76	31.59	52.81	12.49	21.16	30.28	23.02	50.27	5.92	19.92	22.83	71.47	42.17	49.75	31.84	34.31	30.22	34	70.89	23.62	0	41.61	8.65	87.67	43.37	24.21	50.26	36.74	51	8.49	34.18	65.98	13.29	17	8.06	25.94	32.49	28.41	23.77	29.14	0	42.15	15.51	31.51	0
NM_001352767.1	9	7	5	4	2	4	2	2	2	5	1	1	0	0	0	1	1	0	2	1	0	2	1	2	0	0	2	1	0	0	5	2	0	8	17	19	0	0	1	4	3	13	0	0	1	2	2	2
NM_001352963.1	327.31	524.4	574.49	450.01	268.25	527.69	188	264.57	459	240.42	423.78	354.29	408.75	280.18	617.6	271.29	319.45	411.13	394	353.91	131.64	513.03	409	431.42	218.96	244	800.08	399.35	599.49	593	238	127	252.45	214.81	365.42	337.15	97.88	136.78	168	345.65	356.79	254.14	240.71	204	225.48	438.58	489.41	484.84
NM_001353239.1	1	5	4	5.08	0	4	0	0	6	1	0	1	0	0	0	0	0	0	8	3	0	1	0	0	66	83	238	4	1	3	8	17	16	0	0	1	15	44.96	65	2	0	5	0	6	3	4	2	2
NM_001353335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001353351.1	121.39	176.32	252.72	228.22	102.01	211.77	44.13	112.84	157.44	174.13	198.1	174.67	139.9	42.22	200.1	69.7	131.21	122.71	54.34	57.39	31.4	90.06	85.75	53.82	106.91	53.42	215.37	16.84	28.36	56.08	77.22	38.4	80.02	32.75	78.88	61.82	24.51	1.6	44.37	80.74	108.76	62.07	47.39	64.38	47.59	92.05	65.04	78.39
NM_001353363.1	689	967	885	934	742	608	320	409	466	298	485	365	532	444	867	334	380	392	420	405	188	541	460	456	945	1184	3310	88	145	121	1473	795	1341	117	222	288	332	395	527	124	153	98	746	686	827	199	202	172
NM_001353413.1	17.98	50	27	31	17.38	28	12	24	30	21	21	22	30	18	28	24	18	25	21	40	9	43	39	47	16	12	21	13	9	26	4	2	7	62	159	109	3	1	0	62	75	44	5	3	2	93	93	70
NM_001353452.1	135.37	305.39	386.68	283.55	278.95	324.74	174.75	239.6	352.15	211.5	324.16	332.01	637.51	581.5	849.37	822.99	824.63	843.16	422.1	475.6	185	766.16	646.93	716.52	69.55	49	158.18	769.84	890.46	914.17	185.91	114.24	203.38	154.62	234.7	234.53	24.3	22.35	17.98	183.69	159.43	130.67	46.55	33.36	68.28	337.86	371.9	357.87
NM_001353461.1	0	3	9	7	6	7	7	10	8	1	7	1	16	14.74	20	10	12	6.34	7	7.33	2	9	4	11	1	0	0	0	2	0	0	1	0	3	0	1	0	0	0	1	0	0	0	0	0	4	4	3
NM_001353470.1	24	69.37	80.35	63.15	62.41	48.88	16.5	22	37.52	25.46	31	39.6	98.06	71.27	142.34	149.79	150.26	178.8	178	141	56	162.06	112.41	138.44	45.56	51.93	159.45	30.3	44.22	53.5	69.42	52	67	52	113	75	23.97	27.26	30.61	48.71	46	41.37	87.86	82.48	86.74	38.47	40.45	44.07
NM_001353483.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001353638.1	178.8	298.46	315.85	306.1	177.53	220.88	113.64	138.97	239.91	142.87	199.99	181.37	142.66	127.72	208.36	134.38	125.61	169.15	116.78	142.73	61.68	141.3	120.39	90.62	146.15	169.93	541.01	57.07	116.65	130.88	40.77	8.35	26	195.09	324.52	278.94	23.59	18.14	58.66	445.44	633.06	370.99	5.16	19.05	12.53	216	175.59	223.78
NM_001353640.1	1	1	2	4	0	5	0	0	1	0	1	0	1	0	2	3	1	1	26	21	13	1	0	0	1009.13	1093.62	3256.88	0	3	0	4241.6	2863	4617	0	2	7	1392.05	1396.16	1943.8	0	4	1	1699.48	1400.43	2395.28	0	0	0
NM_001353834.1	159.5	174	151	59.5	25.5	33.5	134.5	169	272.5	13.5	27.5	16	549	450.08	909.5	19	16.5	20	669.5	779.5	322	25.5	30.5	26.5	2437.5	2999.5	10103	12.5	23	27	3310.5	1540	2528.5	19	17.5	38.5	720.5	1019.5	1846.37	19.5	60.5	27	2887	2811.29	2684	213	196.5	172
NM_001353886.1	320.13	428.18	442.27	454.94	372.17	406.81	85.13	127.03	135.98	73.31	179.95	147.41	95.84	136.99	224.04	100.63	120.63	124.98	195.09	201.31	74.35	279.21	210.17	240.95	196.37	215.12	704.68	74.77	75.31	65.62	266.78	146.43	269.18	130.48	254.81	206	104.63	133.58	268.43	116.87	169.6	109.33	215.17	180.58	229.04	118.41	136.84	122.49
NM_001353888.1	0	0	0	0	0	1	1	1	2	0	0	0	1	2	0	0	0	1	2	3	0	2	2	3	2	0	2	4	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NM_001353935.1	5	5	8	8	1	4	0	1	1	0	0	1	4	1.28	2	3	1	1	6	4	0	2	1	2	3	7	14	1	2	0	18	13	13	3	1	2	5	15	1	18	7	8	8	4	9	3	6	9
NM_001353940.1	403.27	562.71	619.11	684.32	466.34	490.31	351.84	508.59	774.8	543.77	740.76	660	730.66	530.03	1061.47	520.76	581.48	591.33	447	480	166.59	657.76	489	634.47	113.65	108	365	526.56	845.88	829	267	97	153	469	723	598	19	39.85	46.36	574.51	624.69	360.75	160	124	173	777.94	679.64	743.91
NM_001353965.1	24.23	61	31	19.77	9	7	9	5	11	7	8	7	14	3	6	3	7	5	16	5	3	13	9	19.72	7	5	20	1	4.93	0	2	0	0	39	71	51	0	0	2	6	8	14	1	0	1	6	8	12
NM_001354041.1	2137.11	3469.11	4207.08	2603.44	1931.67	2804.99	1016.96	1751.36	2922.8	1851.9	2855.14	2122.57	1814.69	1277.6	3437.25	1948.44	2049.06	2280.23	1308	1463.97	505.5	1687.48	1326.88	1173.94	1755.29	1987.61	6304.51	1196.39	1818.43	2020.66	1088.03	536	831	978	1420.7	1455	475.03	636.97	840.94	1888.73	1544.88	1146.16	1376.92	1221.32	1275.99	1651.37	1475.49	1497.27
NM_001354077.1	699.7	1038.43	933.79	1237.89	760.12	908.86	257.83	465.39	555.64	358.84	638.25	492.47	1016.39	1027.72	1649.53	846.04	857.03	865.59	1257.93	1429.9	585.18	2067.58	1570.14	1528.42	574.04	652.85	1902.51	819.04	1153.82	926.27	1588.41	867.28	1219.81	908.47	1557.66	1422.8	255.41	299.67	476.83	745.95	1144.49	686.12	2469.52	2124.14	2206.41	1802.57	1782.39	1829.04
NM_001354134.1	60.34	132.83	134.17	120.16	86.19	121.07	49.48	55.77	81.05	62.83	79.55	85.08	77.04	60.36	138.65	82.13	83.05	92.92	87.74	68.54	40.51	119.01	85	68.55	74.92	56.96	208.61	50.63	58.86	73.81	72.68	23.14	49.07	73.86	77.15	121.09	16.76	12.57	29.47	46.95	74.71	49.94	33.99	31.91	36.76	63.04	80.22	65.67
NM_001354665.1	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73	0	9.85	0	17.12	0	0	0	5.76	0	4.89	22.8	15.37	39.1	0	0	0	55.52	29.35	34.73	0	0	0	49.55	0	29	0	14.94	0	63.43	28.52	70.57	0	0	0
NM_001354775.1	314.55	458.5	371	457.03	284.62	338.16	99.79	139	221	147.82	288.8	193	177.73	183.48	327.69	165.92	161.78	193	163	205	84	211	143	171	123	154	343.94	113.9	193.82	161	195	88	114	240	315.67	296	41.98	36.93	82.54	204	233.84	153.38	113.63	91	177	162.75	159	153
NM_001354821.1	132.78	187.59	198.71	191.08	150.9	148.65	79.55	77.4	107.72	104.27	140.05	136.29	123.46	88.15	134.51	84.1	109.48	58.98	63.8	50.24	17.14	131.88	109.32	116.52	165.66	191.35	520.86	107.81	135.55	145.94	240.97	116.93	253.47	184.06	174.76	155.88	122.41	83.76	204.87	144.36	160.74	131.89	210.84	106.78	273.85	81.79	118.06	74.66
NM_001354838.1	1125.97	1736.27	1631.97	1396.87	966.53	1343.55	299.43	449.46	663.81	415.85	665.25	557.33	493.16	462.76	859.86	570.43	627.33	584.92	416.63	452.62	177	593.31	515.96	481.99	838.38	1013.74	3159.74	537.42	803.44	739.63	879	646.36	953	281	462	377	475.11	476.6	583.84	366.63	446.39	347.32	768.63	647.88	919.71	313.8	261.02	300.47
NM_001354841.1	870.61	1224.16	1253.31	1147.67	741.55	1056.61	303	402.48	619	385.03	548	567	417.25	403.34	700.06	438.03	426.5	486.89	353	355.27	131	591.5	446	445.94	454.5	498.43	1341.73	382.46	549.5	451	288	168	287	320.42	589	468	106.84	116.24	183.92	292.01	415	292.62	178	147.38	251.19	239	270.95	231.47
NM_001354869.1	869.31	1453.82	1202.58	1004.8	656.68	886.48	376.12	609.42	928.99	464.87	705.71	599.88	692.59	521.93	1100.65	539.72	588.15	596.15	441.25	473.59	169.14	642.56	455.12	429.72	375.43	421.69	1233.4	424.71	608.63	617.83	478.81	211.75	364.36	436.16	701.4	702.9	322.57	359.99	454.22	1219.74	1120.24	875.91	173.35	140.31	191.73	847.16	774.04	741.01
NM_001354873.1	78	136	171	85	59	87	66	50	128	27	39	35	40	59	72	52	62	64	76	62	24	63	59	63	28	24	80	22	39	39	13	9	13	31	54	64	12	1	3	54	41	31	38	34	32	40	52	67
NM_001354878.1	147	214	247	197	145	164.87	59	105	148	109	196	127.93	126.73	118.84	214	130.63	129	163.92	117	116.84	33	130.84	96	100	204	211	554.76	120.72	153	143	199	104	191	86	115	101	50	32	66.11	91	101	81.59	125	127	149	113.82	107	96.77
NM_001354884.1	100.4	138.93	177.33	281.5	213.11	191.8	105.83	154.36	164.42	139.48	203.44	176.79	160.57	182.84	206.67	87.33	92.7	84.88	73.55	126.43	37.4	201.78	131.43	122.89	0	20.36	52.09	41.42	44.25	42.7	0	3.76	22.11	145.08	235.86	251.91	11.39	17.04	26.09	178.36	173.86	134.13	29	11.31	17.66	135.92	149.13	164.65
NM_001354892.1	376	570	511	454	340	466	161	252	351	263	328	317	282	262	423	247	270	283	326	329	127	432	339	344	280	286	926	230	338	327	498	441	636	351	590	551	131	152	242	246	292	239	295	252	346	295	258	286
NM_001354923.1	339	508	445	428	299	277	75	123	229	113	189	181	203	178	305	140	171	186	178	241	74	235	163	180	269	295	757	148	212	152	590	358	567	157	234	204	224	214	348	142	150	127	595	678	605	102	107	103
NM_001354948.1	2020	3547	2534	2749	1500	2256	247	321	331	87	144	157	125	86	148	66	82	59	110	76	38	64	59	61	91	120	323	25	35	43	38	21	40	126	195	216	41	46	66	552	825	460	21	14	35	96	95	87
NM_001355456.1	318	328	334	166	102	77	231	393	507	140	214	189	1263	961	1898	673	719	783	1663	1619.99	628.99	1394	1193	1234	1674	2005.85	6190.56	212	324	329	2965.9	1821	2966	818	1280	1086	1635.21	1928.59	2616.45	805	835	645	2060	1863.87	2254	95.99	75	75
NM_001355548.1	63	92	54	100	53	53	32	31	47	31	48	34	38.76	41.83	57	31	27	26	23	29	12	36	14	39	67	73	193	64	38	42	109	71	79	52	80	103	36	35	58	93	125	80.54	121	107	166	54	46	47
NM_001355647.1	2	0	0	0	2	0	1	1	4	1	4	2	0	1.38	3	1	1.29	0	1	1	0	6	3	0	19	28	35.82	0	0	7	23	3	5	0	0	0	6	5.75	7	6.95	2	2	2	1	3	0	0	0
NM_001355664.1	47	88	55.52	78.58	61.66	96	9	16	21	19	28	15	49.53	42.7	39	40.82	40.7	45.75	34	32	13	58	32.72	33	70.97	69	150	37	64	49	27	17	16	42	69.42	68	10.3	11	34.55	27.83	46.32	30.34	21	20	38	17	18.23	22
NM_001356373.1	5	9	12	9	11	10	1	3	5	5	5	3	6	4	6	2	5	5	1	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NM_001356622.1	149.63	271	282.41	240.47	164.72	200	127	180.31	311	159	269	180	224.75	118.86	300	231.98	247	335	228	204.81	75.84	214.44	208	224.85	128	111	338.7	223.35	291	332	60	24	32	116.87	251	200	43.85	57.81	96.57	334.77	364	253	65	53	89	602.78	554.88	564
NM_001356984.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	2	2	0	0	0	0	6	16	11	0	0	0	7	11	9	0	0	0	19	19	19
NM_001357058.1	168.71	351.4	337.18	294.42	160.17	244.1	238.43	444.1	633.35	297.55	409.43	325.19	766.02	516.26	1003.92	587.26	672.27	742.67	480.24	440.37	194.56	742.16	659.95	643.51	134.4	101.19	351.29	312.14	462.16	432.89	180.77	74.11	142.68	192.43	372.49	323.57	25.82	11.83	35.41	372.55	394.18	345.42	9.04	3.03	18.4	273.69	273.01	267.06
NM_001357079.1	3077.62	4314	4460	3825.38	2502.58	3340.07	1606	2338.53	3409.53	2406.55	3493	2884	1978.54	1280.67	3170.43	1900.6	2075	2199.54	1200	1467.53	416	1557	1418	1189	1562.57	1897.56	5593	631.6	1071	1052	1277.67	483	663	905	1582	1562	384.84	416.56	696.76	1795.99	1827	1196.41	2002	1635	2208.19	1247.52	1106	1095
NM_001357085.1	86.61	199	204	125	101	124.38	41	62	97	62	88	90	53.75	59.26	97	65	68.67	84	38	42.66	7	49	66	46	64	61	212	41	55.72	61	41	9	30	60	63	56	16	22	26	68	83	54	32	39	46	47	50	43
NM_001357164.1	168.41	227.29	299.2	221.98	167.27	216.73	75	100	196	115	206.63	167.18	123.16	154.82	234.19	130.79	146.22	153.65	110	125.56	54	174	150	128	105.12	94.69	210	128.77	163.49	171.87	91	56	141	123	188.66	146	24.11	37.29	58.01	129.76	109.04	78.56	58	48	68	129	145.93	178
NM_001357167.1	379.23	635.34	560	496.5	347.35	474.28	137	201	257	187	315.34	259	269.38	213.08	336.38	248.62	250	286	266	268.36	122.41	353.4	276	302	352.26	431	1193.81	145.44	170	160	556	289	477	304	474	413.38	121.28	127.94	191.2	187.7	275.33	176.84	213	179.66	298.38	205	188.74	212
NM_001357172.1	153.71	275.57	286	208.91	150.14	185.14	68	88	134.48	96.54	155.56	136	105.68	104.38	116.46	94.53	111	136.57	101	104	39	99	107	130	180.45	221	580.83	71.03	65	97.13	182	147	239	161	252	258	146.59	126.77	125	155	193	125.87	77	95.67	143.9	73	96	81.54
NM_001357207.1	12	17	7	8	13	5.18	5	3	5	7	6	1	4	6	12	10	9	9	6	12	3	16	4	18	11	20	38.62	3	6	4	23	7	30	9	28	23	10	14	11	23	25	23	15	25	14	9	17	8
NM_001357226.1	4	8	5	4.41	4	8	1	1	7	1	2	2	7	0	9	2	1	2	0	4	2	0	4	2	10	5	43	1	2	3	8	4	9	0	0	0	1	4	3	0	4	1	12	3	5.73	0	0	1
NM_001357250.1	46	63	64	49	41	67	28	21	50	41	43	32	54	39	57	36	42	56	51	40	7	75	43	51	58	54	141	61	123	114	94	46	76	44	60	46	17	20	31	54	45	24	53	28	63	57	39	41
NM_001357343.1	335.99	647.82	616.28	424.93	359.15	450.98	88.42	145.04	226.29	157.66	216.79	229.77	281.48	231.2	378.56	368.38	429.41	429.04	429.16	408.71	162.59	602.64	526.46	543.75	358.81	383.76	1172.63	513.47	753.82	707.95	152	117.63	202	186.6	297	238.51	148.8	146.92	227.2	191.79	233.21	140.38	166.8	115.57	222.79	134.51	170.65	177.57
NM_001357453.1	273.36	474.43	506.94	342.82	234.92	359.02	193.04	263.03	454.03	308.73	369.58	373.99	351.52	221.27	485.35	359.66	322.24	365.92	282.62	283.94	135	379.94	280.28	319.05	316.5	431.75	1201.97	403.11	598.34	668.73	535.65	264.18	391	340.38	503.14	528.81	162.6	133.34	214.71	358.29	342.18	261.6	436.15	340.2	460.11	356.39	358.67	348.25
NM_001358004.1	170	357	279	129	139	197	49	69	100	93	138	144	127	94	171	103	143	152	15	18	6	60	51	70	2	0	1	11	20	25	0	0	0	5	13	8	0	0	0	2	10	12	0	0	0	14	15	10
NM_001358029.1	0	2	2	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	13	7	7	0	0	1	64	73	182	4	13	20	77	26	19	90	102	128	40	19	66	309	538	272	111	84	122	15	6	9
NM_001358072.1	0	0	0	0	1	0	0	0	0	0	0	0	3.56	5.75	91.28	2	0	6.19	59	50.88	38.44	2	5	0	16767.83	18247.7	49666.22	10	10	24.83	75327.7	40497.89	65369.52	17.24	26.19	26.15	23116.61	21742.4	38923.29	20.54	33.96	12.38	36854.3	31484.24	63836.83	10.35	3.27	7
NM_001358134.1	82.26	147.44	170.33	182.39	85.57	115.86	19.85	52.98	93.19	48.21	85.49	81.72	56.76	49.63	87.6	58.42	68.41	70.4	47.34	64.87	22.45	69.8	77	47.96	33.02	46	149.96	24.5	46.24	44.01	41	36	27	85.38	109	113.89	11.4	16.76	23.95	76.36	96.3	58.13	44.41	37.47	42.55	58.93	35.27	35.17
NM_001358349.1	249	322.98	339	215	163	207.21	99	143	242	152	252	237	95	61	119	147	178	203	53	61	24	115	78	112	101	113	309	92.33	149	165	411	214	361	118	118	143.57	210.18	186	317.15	240	233.09	176.07	605	454	812.78	89.41	114	97
NM_001358364.1	54.57	82	93	84.14	55	85	45	95	150	70	130	118.17	87.44	79.49	154.02	67.36	95	117.48	105	99	63	50.31	50	60	533.58	538.79	1567.16	57	104	87	173	61	158	47	106.46	102	181.21	236.63	243.84	55	56	40.41	73	59	71	69	46	41
NM_001358464.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001358540.1	19	26	12	16	11	8	19	20	45	18	34	28	50	24	52	52	46	68	33	39	17	83	64	94	142	159	515	94	164	182	103	67	113	296	501	469	27	39	39	262	208	197	102	81	131	233	171	206
NM_001358715.1	276.7	455.29	378	411.41	255.92	307	163	277	373	248	318	346	356.89	255.32	479.49	263.6	362	365.49	313	341.47	100	466	343	421.48	366.29	444	1228.05	367.98	515.44	548	1311	905	1315	392	623.87	525.79	325.26	331.37	347.41	556	462	343.13	707.64	585.63	827.96	416.36	408	416
NM_001358721.1	160	274	226.49	190	131	142	77	99	166	101	188	153	101	85.27	116	96	134	164	119	88.28	49	114	104	128	211.25	225	636.97	52.18	73	90	634	309.39	508	379	517	547	123.48	126.71	196.28	231	222	173.67	427.38	366	557	182.41	146	167
NM_001358756.1	22	46	48	46	37	49	23	29	57	39	78.91	29	106	60.11	169.48	66	65	62	136	154.96	36	194	136	123	22	24	43.3	62.17	129	100	39	35	31	60	62	90	17	19	30.25	219.84	94	110.77	33	29	22	133	119.28	111
NM_001359015.1	507.51	831.91	760.63	599.82	402.05	521.24	385.87	565	936	581.8	865	828.86	423.62	254.91	592.4	425.82	520.65	675.28	234	247.86	74.36	288	253	241.62	355	389.13	983.68	251.88	345.52	413.28	260	140	238	488.38	820.29	797.41	152.12	168	163.02	797.86	703.45	539.03	317.55	270.1	404	279.7	276	232.3
NM_001359051.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NM_001359112.1	53	143.11	80	82.42	48	63	50	34.35	68	51	59	69	46	55	51	59	38	81	41	41	27	44	38	31	96.48	100	304	6	9	23	129	56	132	27	36	38	14	13	10	27	27	26	18	10	27	22	20	25
NM_001360305.1	22	34	33	60	29	32	23	16	37	36	24	33	18	19	50	16	24	31	19	19	6	26	34	27	28	22	89	15	21	17	20	32	28	11	10	18	28	34	37	8	10	8	86	40	75	33	27	19
NM_001360308.1	1	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	3	5	2	0	0	0	1	2	3	1	0	0	1	2	4	3	0	1	0	5	1	3	0	0	0	0	0	0
NM_001360312.1	487	852	963	545	398	638	403	501	988	451	674	659	689	457	771	420	478	635	379	294	133	589	508	562	105	136	293	222	300	325	106	46	88	305	473	459	36	50	79	313	448	238	63	45	71	277	250	284
NM_001360317.2	1	0	0	1	1	3	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	1	1	0	0	0	1	0	5
NM_001360423.1	4.62	72.04	55.34	47.81	82.61	65.51	95.07	148.8	273.06	7.59	48.53	13.13	19.76	215.28	161.08	147.62	0	0	0.02	80.03	0	0	0	0	0.94	0	5.46	168.22	0.26	130.69	0	0	18.61	9.13	0	2.97	5.61	0	13.23	0	0	0	0	0.93	0	19.76	0	0
